source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1985,Pioneer League,acevedo,ACEE0184,Acevedo,Ernesto,,Butte,,,,,
palmer,1985,Pioneer League,alcantara,ALCR0185,Alcantara,Roberto,,Pocatello,,,,,
palmer,1985,Pioneer League,alyea,ALYB0185,Alyea,Brant,,Medicine Hat,,,,,
palmer,1985,Pioneer League,ames,AMED0185,Ames,Doug,,Great Falls,,,,,
palmer,1985,Pioneer League,anthony,ANTA0185,Anthony,Andy,,Great Falls,,,,,
palmer,1985,Pioneer League,arrington,ARRT0185,Arrington,Tom,,Salt Lake,,,,,
palmer,1985,Pioneer League,asbell,ASBJ0185,Asbell,John,,Butte,,,,,
palmer,1985,Pioneer League,ashley,ASHS0185,Ashley,Shon,,Helena,,,,,
palmer,1985,Pioneer League,ayers,AYEE0185,Ayers,Kevin,,Great Falls,,,,,
palmer,1985,Pioneer League,baab,BAAL0185,Baab,Lawrence,,Idaho Falls,,,,,
palmer,1985,Pioneer League,baggott,BAGD0185,Baggott,Dave,,Idaho Falls,,,,,
palmer,1985,Pioneer League,balsley,BALD0184,Balsley,Darren,,Pocatello,,,,,
palmer,1985,Pioneer League,barnett,BARM0185,Barnett,Mike,,Salt Lake,,,,,
palmer,1985,Pioneer League,batesole,BATM0185,Batesole,Mike,,Great Falls,,,,,
palmer,1985,Pioneer League,batiste,BATK0185,Batiste,Kevin,,Medicine Hat,,,,,
palmer,1985,Pioneer League,baumhouer,BAUJ0185,Baumhouer,John,,Idaho Falls,,,,,
palmer,1985,Pioneer League,bautista,BAUC0184,Bautista,Camilo,,Medicine Hat,,,,,
palmer,1985,Pioneer League,bernardo,BERR0185,Bernardo,Bob,,Butte,,,,,
palmer,1985,Pioneer League,berroa,BERG0184,Berroa,Geronimo,,Medicine Hat,,,,,
palmer,1985,Pioneer League,bilawey,BILJ0185,Bilawey,John,,Medicine Hat,,,,,
palmer,1985,Pioneer League,bluhm,BLUW0185,Bluhm,Bill,,Great Falls,,,,,
palmer,1985,Pioneer League,bolt,BOLJ0185,Bolt,Jim,,Salt Lake,,,,,
palmer,1985,Pioneer League,bosley,BOSR0185,Bosley,Rich,,Helena,,,,,
palmer,1985,Pioneer League,bowens,BOWH0184,Bowens,Howard,,Idaho Falls,,,,,
palmer,1985,Pioneer League,brevell,BRER0185,Brevell,Bubba,,Butte,,,,,
palmer,1985,Pioneer League,brito,BRIA0184,Brito,Adan,,Pocatello,,,,,
palmer,1985,Pioneer League,brown-bil,BROM0185,Brown,Marty,,Billings,,,,,
palmer,1985,Pioneer League,brown-hel,BROT0185,Brown,Todd,,Helena,,,,,
palmer,1985,Pioneer League,burke,BURM0185,Burke,Mike,,Great Falls,,,,,
palmer,1985,Pioneer League,caceres,CACE0185,Caceres,Ernesto,,Pocatello,,,,,
palmer,1985,Pioneer League,caci,CACR0185,Caci,Bob,,Helena,,,,,
palmer,1985,Pioneer League,cain,CAIC0185,Cain,Cal,,Billings,,,,,
palmer,1985,Pioneer League,caldwell,CALR0185,Caldwell,Roger,,Butte,,,,,
palmer,1985,Pioneer League,callas,CALP0185,Callas,Pete,,Idaho Falls,,,,,
palmer,1985,Pioneer League,campbell,CAMR0185,Campbell,Rick,,Billings,,,,,
palmer,1985,Pioneer League,canepa,CANR0185,Canepa,Rob,,Idaho Falls,,,,,
palmer,1985,Pioneer League,castillo,CASD0184,Castillo,Dave,,Butte,,,,,
palmer,1985,Pioneer League,champoux,CHAL0184,Champoux,Tony,,Idaho Falls,,,,,
palmer,1985,Pioneer League,chavez,CHAL0185,Chavez,Luis,,Idaho Falls,,,,,
palmer,1985,Pioneer League,cieslak,CIEM0184,Cieslak,Mark,,Billings,,,,,
palmer,1985,Pioneer League,claudio,CLAS0185,Claudio,Sindulfo,,Pocatello,,,,,
palmer,1985,Pioneer League,coffey,COFM0185,Coffey,Mike,,Billings,,,,,
palmer,1985,Pioneer League,cohoon,COHD0185,Cohoon,Don,,Butte,,,,,
palmer,1985,Pioneer League,coin,COIM0185,Coin,Michael,,Helena,,,,,
palmer,1985,Pioneer League,columbano,COLJ0185,Columbano,John,,Butte,,,,,
palmer,1985,Pioneer League,cowans,COWE0185,Cowans,Eddie,,Salt Lake,,,,,
palmer,1985,Pioneer League,cox,COXT0185,Cox,Terry,,Medicine Hat,,,,,
palmer,1985,Pioneer League,cummings,CUMP0185,Cummings,Pat,,Salt Lake,,,,,
palmer,1985,Pioneer League,cundari,CUNF0185,Cundari,Phil,,Pocatello,,,,,
palmer,1985,Pioneer League,curtis,CURG0185,Curtis,Gary,,Billings,,,,,
palmer,1985,Pioneer League,david,DAVG0185,David,Greg,,Medicine Hat,,,,,
palmer,1985,Pioneer League,davis,DAVS0185,Davis,Steve,,Billings,,,,,
palmer,1985,Pioneer League,deitz,DEIJ0185,Deitz,Tim,,Billings,,,,,
palmer,1985,Pioneer League,delgado,DELJ0685,Delgado,Al,,Helena,,,,,
palmer,1985,Pioneer League,delgado,DELJ0685,Delgado,Al,,Idaho Falls,,,,,
palmer,1985,Pioneer League,dennis,DENG0185,Dennis,Greg,,Medicine Hat,,,,,
palmer,1985,Pioneer League,devereaux,DEVM0185,Devereaux,Mike,,Great Falls,,,,,
palmer,1985,Pioneer League,diaz-but,DIAS0184,Diaz,Tony,,Butte,,,,,
palmer,1985,Pioneer League,diaz-mh,DIAV0184,Diaz,Victor,,Medicine Hat,,,,,
palmer,1985,Pioneer League,dickey,DICW0185,Dickey,Warren,,Butte,,,,,
palmer,1985,Pioneer League,donahue,DONC0184,Donahue,Chuck,,Billings,,,,,
palmer,1985,Pioneer League,dorsey,DORC0184,Dorsey,Craig,,Butte,,,,,
palmer,1985,Pioneer League,dunn,DUNR0185,Dunn,Rich,,Idaho Falls,,,,,
minoraverages/emilbb,1985,Pioneer League,dyer,M91796,Dyer,Hal,,Butte,,,,,
minoraverages/emilbb,1985,Pioneer League,easom,M91774,Easom,Mike,,Helena,,,,,
palmer,1985,Pioneer League,escalera,ESCC0285,Escalera,Ruben,,Helena,,,,,
palmer,1985,Pioneer League,faria,FARS0185,Faria,Skylar,,Idaho Falls,,,,,
palmer,1985,Pioneer League,farley,FARJ0285,Farley,Darren,,Great Falls,,,,,
