source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1985,Carolina League,abner,ABNS0184,Abner,Shawn,,Lynchburg,,,,,
palmer,1985,Carolina League,adkins,ADKT0184,Adkins,Terry,,Prince William,,,,,
palmer,1985,Carolina League,alfaro,ALFF0185,Alfaro,Flavio,,Durham,,,,,
palmer,1985,Carolina League,amaral,AMAR0184,Amaral,Rich,,Winston-Salem,,,,,
palmer,1985,Carolina League,anthony,ANTD0184,Anthony,Dane,,Kinston,,,,,
palmer,1985,Carolina League,assenmacher,ASSP0184,Assenmacher,Paul,,Durham,,,,,
palmer,1985,Carolina League,bailey,BAIG0184,Bailey,Greg,,Salem,,,,,
palmer,1985,Carolina League,baird,BAIC0184,Baird,Chris,,Durham,,,,,
palmer,1985,Carolina League,barba,BARM0284,Barba,Mike,,Lynchburg,,,,,
palmer,1985,Carolina League,barger,BARV0184,Barger,Vince,,Durham,,,,,
palmer,1985,Carolina League,barnard,BARS0284,Barnard,Steve,,Prince William,,,,,
palmer,1985,Carolina League,barringer,BARR0184,Barringer,Reggie,,Prince William,,,,,
palmer,1985,Carolina League,barton,BARS0184,Barton,Shawn,,Peninsula,,,,,
palmer,1985,Carolina League,bass,BASR0284,Bass,Regan,,Salem,,,,,
palmer,1985,Carolina League,bates,BATK0184,Bates,Kirk,,Salem,,,,,
palmer,1985,Carolina League,bautista,BAUJ0184,Bautista,Jose,,Lynchburg,,,,,
palmer,1985,Carolina League,beamesderfer,BEAK0184,Beamesderfer,Kurt,,Hagerstown,,,,,
palmer,1985,Carolina League,belen,BELL0184,Belen,Lance,,Prince William,,,,,
palmer,1985,Carolina League,bell-hag,BELE0284,Bell,Eric,,Hagerstown,,,,,
palmer,1985,Carolina League,bell-ws,BELG0184,Bell,Greg,,Winston-Salem,,,,,
palmer,1985,Carolina League,bellini,BELR0185,Bellini,Bob,,Hagerstown,,,,,
palmer,1985,Carolina League,ben,BENE0284,Ben,Eli,,Salem,,,,,
palmer,1985,Carolina League,bencomo,BENR0184,Bencomo,Ramon,,Kinston,,,,,
palmer,1985,Carolina League,benkert,BENR0185,Benkert,Bob,,Prince William,,,,,
palmer,1985,Carolina League,bennett,BENE0184,Bennett,Eric,,Peninsula,,,,,
palmer,1985,Carolina League,bergendahl,BERW0184,Bergendahl,Wray,,Lynchburg,,,,,
palmer,1985,Carolina League,berroa,BERG0184,Berroa,Geronimo,,Kinston,,,,,
palmer,1985,Carolina League,berryhill,BERD0184,Berryhill,Damon,,Winston-Salem,,,,,
palmer,1985,Carolina League,bethel,BETD0184,Bethel,Don,,Winston-Salem,,,,,
minoraverages/emilbb,1985,Carolina League,biagini,M90967,Biagini,Greg,,Hagerstown,,,,,
palmer,1985,Carolina League,bianchi,BIAB0184,Bianchi,Ben,,Hagerstown,,,,,
palmer,1985,Carolina League,blair,BLAM0284,Blair,Marty,,Salem,,,,,
palmer,1985,Carolina League,blankenship,BLAK0184,Blankenship,Kevin,,Durham,,,,,
palmer,1985,Carolina League,blasucci,BLAA0184,Blasucci,Tony,,Prince William,,,,,
palmer,1985,Carolina League,bonds,BONB0185,Bonds,Barry,,Prince William,,,,,
palmer,1985,Carolina League,bonilla,BONR0184,Bonilla,Bobby,,Prince William,,,,,
palmer,1985,Carolina League,bootay,BOOK0184,Bootay,Kevin,,Salem,,,,,
palmer,1985,Carolina League,borders,BORP0184,Borders,Pat,,Kinston,,,,,
palmer,1985,Carolina League,bormann,BORM0184,Bormann,Mike,,Durham,,,,,
palmer,1985,Carolina League,boudreau,BOUJ0184,Boudreau,Jim,,Winston-Salem,,,,,
palmer,1985,Carolina League,bowden,BOWM0285,Bowden,Mark,,Peninsula,,,,,
palmer,1985,Carolina League,brewer,BREJ0184,Brewer,Jeff,,Winston-Salem,,,,,
minoraverages/emilbb,1985,Carolina League,bright,M90995,Bright,Harry,,Durham,,,,,
palmer,1985,Carolina League,brown,BROK0184,Brown,Kevin,,Lynchburg,,,,,
palmer,1985,Carolina League,browne,BROJ0584,Browne,Jerry,,Salem,,,,,
palmer,1985,Carolina League,burgos,BURE0284,Burgos,Enrique,,Lynchburg,,,,,
palmer,1985,Carolina League,burgos,BURE0284,Burgos,Enrique,,Kinston,,,,,
palmer,1985,Carolina League,burrell,BURK0384,Burrell,Kevin,,Lynchburg,,,,,
palmer,1985,Carolina League,butters,BUTD0184,Butters,Dave,,Prince William,,,,,
palmer,1985,Carolina League,cadahia,CADC0184,Cadahia,Benny,,Salem,,,,,
palmer,1985,Carolina League,caraballo,CARW0184,Caraballo,Wilmer,,Lynchburg,,,,,
palmer,1985,Carolina League,carlucci,CARA0684,Carlucci,Tony,,Salem,,,,,
palmer,1985,Carolina League,carmichael,CARA0384,Carmichael,Al,,Lynchburg,,,,,
palmer,1985,Carolina League,carter,CARD0484,Carter,Don,,Prince William,,,,,
palmer,1985,Carolina League,cash,CASJ0184,Cash,Johnny,,Durham,,,,,
palmer,1985,Carolina League,castillo,CASA0284,Castillo,Tony,,Kinston,,,,,
palmer,1985,Carolina League,castro-kin,CASE0184,Castro,Eddy,,Kinston,,,,,
palmer,1985,Carolina League,castro-hag+pw,CASE0284,Castro,Edgar,,Hagerstown,,,,,
palmer,1985,Carolina League,castro-hag+pw,CASE0284,Castro,Edgar,,Prince William,,,,,
palmer,1985,Carolina League,chambers,CHAT0185,Chambers,Travis,,Peninsula,,,,,
palmer,1985,Carolina League,childress,CHIW0184,Childress,Chip,,Durham,,,,,
palmer,1985,Carolina League,cimo,CIMM0184,Cimo,Matt,,Hagerstown,,,,,
minoraverages/emilbb,1985,Carolina League,clark,M90980,Clark,Ron,,Peninsula,,,,,
palmer,1985,Carolina League,clemons,CLEM0184,Clemons,Mark,,Kinston,,,,,
palmer,1985,Carolina League,coatney,COAR0184,Coatney,Rick,,Salem,,,,,
palmer,1985,Carolina League,coffman,COFK0184,Coffman,Kevin,,Durham,,,,,
palmer,1985,Carolina League,cooper,COOM0284,Cooper,Mark,,Kinston,,,,,
palmer,1985,Carolina League,cordner,CORS0284,Cordner,Steve,,Winston-Salem,,,,,
palmer,1985,Carolina League,cordova,CORA0184,Cordova,Tony,,Winston-Salem,,,,,
palmer,1985,Carolina League,cormack,CORT0184,Cormack,Terry,,Durham,,,,,
palmer,1985,Carolina League,coveney,COVP0185,Coveney,Pat,,Peninsula,,,,,
palmer,1985,Carolina League,cox,COXJ0184,Cox,John,,Winston-Salem,,,,,
palmer,1985,Carolina League,cruz,CRUL0184,Cruz,Luis,,Winston-Salem,,,,,
minoraverages/emilbb,1985,Carolina League,cubbage,M90946,Cubbage,Mike,,Lynchburg,,,,,
palmer,1985,Carolina League,cullen,CULM0184,Cullen,Mike,,Kinston,,,,,
palmer,1985,Carolina League,cunningham,CUNC0184,Cunningham,Chip,,Prince William,,,,,
palmer,1985,Carolina League,dalessandro,DALA0184,D'Alessandro,Sal,,Durham,,,,,
palmer,1985,Carolina League,dahse,DAHD0184,Dahse,David,,Hagerstown,,,,,
palmer,1985,Carolina League,dannenberg,DANW0284,Dannenberg,Wayne,,Peninsula,,,,,
palmer,1985,Carolina League,davis,DAVL0184,Davis,Lee,,Peninsula,,,,,
palmer,1985,Carolina League,dewillis,DEWJ0184,DeWillis,Jeff,,Kinston,,,,,
palmer,1985,Carolina League,delrosario,DELM0384,Delrosario,Maximo,,Durham,,,,,
palmer,1985,Carolina League,delucchi,DELR0384,Delucchi,Ron,,Prince William,,,,,
palmer,1985,Carolina League,dennis,DENE0284,Dennis,Ed,,Kinston,,,,,
palmer,1985,Carolina League,dickerson,DICJ0184,Dickerson,Jim,,Winston-Salem,,,,,
palmer,1985,Carolina League,dickman,DICM0184,Dickman,Mark,,Kinston,,,,,
palmer,1985,Carolina League,dobie,DOBR0184,Dobie,Reggie,,Lynchburg,,,,,
palmer,1985,Carolina League,dodd,DODT0284,Dodd,Tom,,Hagerstown,,,,,
palmer,1985,Carolina League,doerr,DOEJ0184,Doerr,Jeff,,Hagerstown,,,,,
palmer,1985,Carolina League,doggett,DOGG0185,Doggett,Geoff,,Lynchburg,,,,,
palmer,1985,Carolina League,dombek,DOMD0184,Dombek,Damon,,Peninsula,,,,,
palmer,1985,Carolina League,dooner,DOOG0184,Dooner,Glenn,,Hagerstown,,,,,
palmer,1985,Carolina League,doughty,DOUJ0184,Doughty,Jamie,,Salem,,,,,
