source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
minoraverages/emilbb,1954,Arizona-Texas League,,M91664,Arteaga,Virgilio,,Nogales,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91632,Cohen,Syd,,El Paso,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91693,Fernandez,Enrique,,Ciudad Juarez,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91655,Fortes,Manuel,,Nogales,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91607,Gardner,Jerry,,Phoenix,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91629,Garibay,Memo,,Cananea,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91641,Jameson,Don,,Tucson,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91610,Lilly,Art,,Mexicali,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91678,Roberts,Edwin,,Bisbee-Douglas,,
minoraverages/emilbb,1954,Arizona-Texas League,,M91686,Smith,Ron,,Bisbee-Douglas,,
