source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1981,Southern League,,M90627,Bearnarth,Larry,,Memphis,,,,,
minoraverages/emilbb,1981,Southern League,,M90603,Galante,Matt,,Columbus,,,,,
minoraverages/emilbb,1981,Southern League,,M90587,Gilbert,Andy,,Savannah,,,,,
minoraverages/emilbb,1981,Southern League,,M90669,Hardy,Larry,,Knoxville,,,,,
minoraverages/emilbb,1981,Southern League,,M90565,Kelly,Tom,,Orlando,,,,,
minoraverages/emilbb,1981,Southern League,,M90598,Lamont,Gene,,Jacksonville,,,,,
minoraverages/emilbb,1981,Southern League,,M90650,Larson,Duane,,Knoxville,,,,,
minoraverages/emilbb,1981,Southern League,,M90634,Majtyka,Roy,,Birmingham,,,,,
minoraverages/emilbb,1981,Southern League,,M90616,Merrill,Stump,,Nashville,,,,,
minoraverages/emilbb,1981,Southern League,,M90642,Smith,Woody,,Chattanooga,,,,,
minoraverages/emilbb,1981,Southern League,,M90579,Wiley,Mark,,Charlotte,,,,,
