source,league.year,league.name,ident,game.date,game.number,away.name,away.score,home.name,home.score,game.ref
boxscores/1915/1915-DMN,1915,Dallas City League,0501-browncracker-texasdrug-0,19150501,0,Texas Drug,4,Brown Cracker,3,VXRFGYR
boxscores/1915/1915-DMN,1915,Dallas City League,0501-farmranch-homeinterurban-0,19150501,0,Farm & Ranch,5,Home Interurban,10,PNNCLFS
boxscores/1915/1915-DMN,1915,Dallas City League,0501-texascompany-westernunion-0,19150501,0,Texas Company,1,Western Union,7,PYLFKGB
