source,league.year,league.name,ident,game.date,game.number,away.name,away.score,home.name,home.score,game.ref
boxscores/1915/1915-DMN,1915,Middle Texas League,0420-austin-schulenburg-0,19150420,0,Schulenburg,4,Austin,0,YNMBDGK
boxscores/1915/1915-DMN,1915,Middle Texas League,0420-bartlett-belton-0,19150420,0,Bartlett,1,Belton,3,PHHLZPF
boxscores/1915/1915-DMN,1915,Middle Texas League,0420-brenham[i]-temple-0,19150420,0,Temple,0,Brenham [I],1,QRQCCFW
boxscores/1915/1915-DMN,1915,Middle Texas League,0421-austin-schulenburg-0,19150421,0,Schulenburg,4,Austin,2,SLVVLWF
boxscores/1915/1915-DMN,1915,Middle Texas League,0421-bartlett-belton-0,19150421,0,Bartlett,1,Belton,3,KQBDHSZ
boxscores/1915/1915-DMN,1915,Middle Texas League,0421-brenham[i]-temple-0,19150421,0,Temple,1,Brenham [I],2,WFGSRSD
boxscores/1915/1915-DMN,1915,Middle Texas League,0422-austin-temple-0,19150422,0,Temple,,Austin,,MXXXXTP
boxscores/1915/1915-DMN,1915,Middle Texas League,0422-bartlett-schulenburg-0,19150422,0,Schulenburg,,Bartlett,,LXYSXPT
boxscores/1915/1915-DMN,1915,Middle Texas League,0422-belton-brenham[i]-0,19150422,0,Brenham [I],,Belton,,XGMSRHR
boxscores/1915/1915-DMN,1915,Middle Texas League,0423-austin-temple-0,19150423,0,Temple,,Austin,,RQHZZRR
boxscores/1915/1915-DMN,1915,Middle Texas League,0423-bartlett-schulenburg-0,19150423,0,Schulenburg,,Bartlett,,HNYSWCB
boxscores/1915/1915-DMN,1915,Middle Texas League,0423-belton-brenham[i]-0,19150423,0,Brenham [I],,Belton,,DMPNFFC
boxscores/1915/1915-DMN,1915,Middle Texas League,0424-austin-temple-0,19150424,0,Temple,0,Austin,3,DFLDLDP
boxscores/1915/1915-DMN,1915,Middle Texas League,0424-bartlett-schulenburg-0,19150424,0,Schulenburg,,Bartlett,,GHGNWTV
boxscores/1915/1915-DMN,1915,Middle Texas League,0424-belton-brenham[i]-0,19150424,0,Brenham [I],0,Belton,0,FGRBXGK
boxscores/1915/1915-DMN,1915,Middle Texas League,0425-bartlett-brenham[i]-0,19150425,0,Brenham [I],,Bartlett,,YNCFKBT
boxscores/1915/1915-DMN,1915,Middle Texas League,0425-austin-belton-0,19150425,0,Austin,,Belton,,JNQRKKJ
boxscores/1915/1915-DMN,1915,Middle Texas League,0425-schulenburg-temple-0,19150425,0,Temple,,Schulenburg,,PPSKMFK
boxscores/1915/1915-DMN,1915,Middle Texas League,0430-bartlett-belton-0,19150430,0,Belton,1,Bartlett,0,CHSCTHV
boxscores/1915/1915-DMN,1915,Middle Texas League,0430-brenham[i]-taylor-0,19150430,0,Taylor,2,Brenham [I],3,KGQVKXQ
boxscores/1915/1915-DMN,1915,Middle Texas League,0430-schulenburg-temple-0,19150430,0,Schulenburg,6,Temple,2,VHDPGSK
boxscores/1915/1915-DMN,1915,Middle Texas League,0501-bartlett-belton-0,19150501,0,Belton,1,Bartlett,2,HDQGRGF
boxscores/1915/1915-DMN,1915,Middle Texas League,0501-brenham[i]-taylor-0,19150501,0,Taylor,6,Brenham [I],3,SDGWWPJ
boxscores/1915/1915-DMN,1915,Middle Texas League,0501-schulenburg-temple-0,19150501,0,Schulenburg,6,Temple,3,HNHRRKN
boxscores/1915/1915-DMN,1915,Middle Texas League,0502-belton-schulenburg-0,19150502,0,Schulenburg,,Belton,,PPTSPXC
boxscores/1915/1915-DMN,1915,Middle Texas League,0502-brenham[i]-taylor-0,19150502,0,Brenham [I],6,Taylor,5,GJYBVFH
boxscores/1915/1915-DMN,1915,Middle Texas League,0502-bartlett-temple-0,19150502,0,Bartlett,17,Temple,12,LZPQVHT
boxscores/1915/1915-DMN,1915,Middle Texas League,0503-belton-schulenburg-0,19150503,0,Schulenburg,,Belton,,BMXFPGL
boxscores/1915/1915-DMN,1915,Middle Texas League,0503-brenham[i]-taylor-0,19150503,0,Brenham [I],5,Taylor,6,JYXMVWD
boxscores/1915/1915-DMN,1915,Middle Texas League,0503-bartlett-temple-0,19150503,0,Bartlett,,Temple,,HKRXGTY
boxscores/1915/1915-DMN,1915,Middle Texas League,0504-belton-schulenburg-0,19150504,0,Schulenburg,,Belton,,SGPHXZG
boxscores/1915/1915-DMN,1915,Middle Texas League,0504-brenham[i]-taylor-0,19150504,0,Brenham [I],2,Taylor,3,MXTBTZQ
boxscores/1915/1915-DMN,1915,Middle Texas League,0504-bartlett-temple-0,19150504,0,Bartlett,,Temple,,SGVCMQL
boxscores/1915/1915-DMN,1915,Middle Texas League,0505-bartlett-schulenburg-0,19150505,0,Schulenburg,,Bartlett,,TDHSZXY
boxscores/1915/1915-DMN,1915,Middle Texas League,0505-belton-taylor-0,19150505,0,Belton,7,Taylor,0,QKMDPQZ
boxscores/1915/1915-DMN,1915,Middle Texas League,0505-brenham[i]-temple-0,19150505,0,Brenham [I],3,Temple,7,PJMPCJL
boxscores/1915/1915-DMN,1915,Middle Texas League,0506-bartlett-schulenburg-1,19150506,1,Schulenburg,4,Bartlett,2,RGFYWFP
boxscores/1915/1915-DMN,1915,Middle Texas League,0506-bartlett-schulenburg-2,19150506,2,Schulenburg,4,Bartlett,4,FDFXRVV
boxscores/1915/1915-DMN,1915,Middle Texas League,0506-belton-taylor-0,19150506,0,Belton,9,Taylor,7,FTNXSLX
boxscores/1915/1915-DMN,1915,Middle Texas League,0506-brenham[i]-temple-0,19150506,0,Brenham [I],5,Temple,6,VCBDSJH
boxscores/1915/1915-DMN,1915,Middle Texas League,0507-bartlett-schulenburg-0,19150507,0,Schulenburg,3,Bartlett,1,MPFXXRD
boxscores/1915/1915-DMN,1915,Middle Texas League,0507-belton-taylor-0,19150507,0,Belton,2,Taylor,9,SKPQYRH
boxscores/1915/1915-DMN,1915,Middle Texas League,0507-brenham[i]-temple-0,19150507,0,Brenham [I],9,Temple,10,VKBZCMF
boxscores/1915/1915-DMN,1915,Middle Texas League,0508-bartlett-temple-0,19150508,0,Temple,3,Bartlett,5,HNFZFHR
boxscores/1915/1915-DMN,1915,Middle Texas League,0508-belton-brenham[i]-0,19150508,0,Belton,5,Brenham [I],2,WWFXWHW
boxscores/1915/1915-DMN,1915,Middle Texas League,0508-schulenburg-taylor-0,19150508,0,Taylor,0,Schulenburg,1,YBZQKTZ
boxscores/1915/1915-DMN,1915,Middle Texas League,0509-belton-brenham[i]-0,19150509,0,Belton,6,Brenham [I],0,VLRDBKD
boxscores/1915/1915-DMN,1915,Middle Texas League,0509-schulenburg-taylor-0,19150509,0,Taylor,2,Schulenburg,10,JXRKPYG
boxscores/1915/1915-DMN,1915,Middle Texas League,0509-bartlett-temple-1,19150509,1,Bartlett,1,Temple,7,BKDTPCF
boxscores/1915/1915-DMN,1915,Middle Texas League,0509-bartlett-temple-2,19150509,2,Bartlett,2,Temple,6,DDKJZGS
