source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1986,Texas League,abner,ABNS0184,Abner,Shawn,,Jackson,,,,,
palmer,1986,Texas League,adamczak,ADAJ0284,Adamczak,Jim,,Jackson,,,,,
palmer,1986,Texas League,adams,ADAP0184,Adams,Pat,,Shreveport,,,,,
palmer,1986,Texas League,agostinelli,AGOS0184,Agostinelli,Sal,,Arkansas,,,,,
palmer,1986,Texas League,aldrich,ALDJ0184,Aldrich,Jay,,El Paso,,,,,
palmer,1986,Texas League,alfaro,ALFJ0284,Alfaro,Jesus,,El Paso,,,,,
palmer,1986,Texas League,alicea,ALIL0186,Alicea,Luis,,Arkansas,,,,,
palmer,1986,Texas League,allen,ALLR0284,Allen,Robbie,,El Paso,,,,,
palmer,1986,Texas League,alomar,ALOS0184,Alomar,Sandy,,Beaumont,,,,,
palmer,1986,Texas League,alvarez,ALVC0184,Alvarez,Carmelo,,San Antonio,,,,,
palmer,1986,Texas League,amante,AMAT0184,Amante,Tom,,Arkansas,,,,,
palmer,1986,Texas League,anderson,ANDS0284,Anderson,Scott,,Tulsa,,,,,
palmer,1986,Texas League,arnold,ARNS0184,Arnold,Scott,,Arkansas,,,,,
palmer,1986,Texas League,bailey,BAIG0184,Bailey,Greg,,Tulsa,,,,,
palmer,1986,Texas League,banning,BANJ0184,Banning,Doug,,Midland,,,,,
palmer,1986,Texas League,bates,BATW0185,Bates,Billy,,El Paso,,,,,
palmer,1986,Texas League,bautista,BAUJ0184,Bautista,Jose,,Jackson,,,,,
palmer,1986,Texas League,bayer,BAYC0185,Bayer,Chris,,Jackson,,,,,
palmer,1986,Texas League,bergendahl,BERW0184,Bergendahl,Wray,,Jackson,,,,,
palmer,1986,Texas League,beuerlein,BEUJ0184,Beuerlein,John,,El Paso,,,,,
palmer,1986,Texas League,bichette,BICA0184,Bichette,Dante,,Midland,,,,,
palmer,1986,Texas League,bitker,BITJ0184,Bitker,Joe,,Beaumont,,,,,
palmer,1986,Texas League,blair,BLAP0184,Blair,Paul,,Shreveport,,,,,
palmer,1986,Texas League,blount,BLOW0185,Blount,Bill,,Beaumont,,,,,
palmer,1986,Texas League,booker,BOOR0184,Booker,Rod,,Arkansas,,,,,
palmer,1986,Texas League,bootay,BOOK0184,Bootay,Kevin,,Tulsa,,,,,
palmer,1986,Texas League,brady,BRAB0184,Brady,Brian,,Midland,,,,,
palmer,1986,Texas League,brantley,BRAJ0185,Brantley,Jeff,,Shreveport,,,,,
palmer,1986,Texas League,brassil,BRAT0284,Brassil,Tom,,Beaumont,,,,,
palmer,1986,Texas League,brennan,BREW0185,Brennan,William,,San Antonio,,,,,
palmer,1986,Texas League,brown-sa,BROJ0284,Brown,Jeff,,San Antonio,,,,,
palmer,1986,Texas League,brown-tul,BROJ0286,Brown,Kevin,,Tulsa,,,,,
palmer,1986,Texas League,brown-ep,BROT0185,Brown,Todd,,El Paso,,,,,
palmer,1986,Texas League,browne,BROJ0584,Browne,Jerry,,Tulsa,,,,,
palmer,1986,Texas League,buice,BUID0186,Buice,De Wayne,,Midland,,,,,
palmer,1986,Texas League,burkett,BURJ0284,Burkett,John,,Shreveport,,,,,
palmer,1986,Texas League,burrell,BURK0384,Burrell,Kevin,,Shreveport,,,,,
palmer,1986,Texas League,butler,BUTM0184,Butler,Mike,,Midland,,,,,
palmer,1986,Texas League,byers,BYER0184,Byers,Randy,,Beaumont,,,,,
palmer,1986,Texas League,cadahia,CADC0184,Cadahia,Benny,,Tulsa,,,,,
palmer,1986,Texas League,carmichael,CARA0384,Carmichael,Al,,Jackson,,,,,
palmer,1986,Texas League,carrasco,CARE0184,Carrasco,Ernie,,Arkansas,,,,,
palmer,1986,Texas League,carter,CARR0384,Carter,Richie,,Midland,,,,,
palmer,1986,Texas League,cartwright,CARA0484,Cartwright,Alan,,El Paso,,,,,
palmer,1986,Texas League,castro,CASF0284,Castro,Frank,,Beaumont,,,,,
palmer,1986,Texas League,cataline,CATD0184,Cataline,Dan,,San Antonio,,,,,
palmer,1986,Texas League,cedeno,CEDV0184,Cedeno,Vinicio,,Midland,,,,,
palmer,1986,Texas League,chapman,CHAC0184,Chapman,Chris,,San Antonio,,,,,
palmer,1986,Texas League,cherry,CHEP0184,Cherry,Paul,,Arkansas,,,,,
palmer,1986,Texas League,clark-bea,CLAJ0185,Clark,Jerald,,Beaumont,,,,,
palmer,1986,Texas League,clark-mid,CLAT0284,Clark,Terry,,Midland,,,,,
