source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1986,International League,agosto,AGOJ0185,Agosto,Juan,,Toledo,,,,,
palmer,1986,International League,aikens,AIKW0185,Aikens,Willie,,Tidewater,,,,,
palmer,1986,International League,alba,ALBG0184,Alba,Gibson,,Syracuse,,,,,
palmer,1986,International League,allen,ALLR0184,Allen,Rod,,Maine,,,,,
palmer,1986,International League,alvarez,ALVJ0184,Alvarez,Jose,,Richmond,,,,,
palmer,1986,International League,anderson-tol,ANDA0184,Anderson,Allan,,Toledo,,,,,
palmer,1986,International League,anderson-tid,ANDR0384,Anderson,Rick,,Tidewater,,,,,
palmer,1986,International League,aquino,AQUL0184,Aquino,Luis,,Syracuse,,,,,
palmer,1986,International League,armstrong,ARMM0184,Armstrong,Mike,,Columbus,,,,,
palmer,1986,International League,arnold,ARNT0184,Arnold,Tony,,Rochester,,,,,
palmer,1986,International League,arnsberg,ARNB0184,Arnsberg,Brad,,Columbus,,,,,
palmer,1986,International League,augustine,AUGG0184,Augustine,Jerry,,Rochester,,,,,
palmer,1986,International League,augustine,AUGG0184,Augustine,Jerry,,Columbus,,,,,
minoraverages/emilbb,1986,International League,ault,M90155,Ault,Doug,,Syracuse,,,,,
palmer,1986,International League,ballard,BALJ0285,Ballard,Jeff,,Rochester,,,,,
palmer,1986,International League,barrett,BART0284,Barrett,Tom,,Columbus,,,,,
palmer,1986,International League,beane,BEAW0184,Beane,Billy,,Toledo,,,,,
palmer,1986,International League,beard,BEAD0184,Beard,Dave,,Richmond,,,,,
palmer,1986,International League,beauchamp,BEAJ0184,Beauchamp,Kash,,Syracuse,,,,,
palmer,1986,International League,beckwith,BECT0286,Beckwith,Joe,,Syracuse,,,,,
palmer,1986,International League,bell,BELE0284,Bell,Eric,,Rochester,,,,,
palmer,1986,International League,benzinger,BENT0184,Benzinger,Todd,,Pawtucket,,,,,
palmer,1986,International League,berenyi,BERB0185,Berenyi,Bruce,,Tidewater,,,,,
palmer,1986,International League,blocker,BLOT0184,Blocker,Terry,,Tidewater,,,,,
palmer,1986,International League,bolton,BOLT0184,Bolton,Tom,,Pawtucket,,,,,
palmer,1986,International League,bradley,BRAS0284,Bradley,Bert,,Columbus,,,,,
palmer,1986,International League,broersma,BROE0184,Broersma,Eric,,Toledo,,,,,
palmer,1986,International League,brown-paw,BROM0284,Brown,Mike,,Pawtucket,,,,,
palmer,1986,International League,brown-tol,BROM0484,Brown,Mark,,Toledo,,,,,
palmer,1986,International League,brunenkant,BRUB0184,Brunenkant,Barry,,Maine,,,,,
palmer,1986,International League,buckley,BUCK0184,Buckley,Kevin,,Maine,,,,,
palmer,1986,International League,burgos,BURE0284,Burgos,Enrique,,Tidewater,,,,,
palmer,1986,International League,burtt,BURD0284,Burtt,Dennis,,Toledo,,,,,
