source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1988,Appalachian League,abel,ABEJ0188,Abel,Jack,,Elizabethton,,,,,
palmer,1988,Appalachian League,adames,ADAJ0188,Adames,Juan,,Wytheville,,,,,
palmer,1988,Appalachian League,aldrich,ALDT0188,Aldrich,Tom,,Bristol,,,,,
palmer,1988,Appalachian League,alexander,ALEC0188,Alexander,Charles,,Burlington,,,,,
palmer,1988,Appalachian League,allen,ALLS0288,Allen,Scott,,Burlington,,,,,
palmer,1988,Appalachian League,antigua,ANTF0188,Antigua,Felix,,Princeton,,,,,
minoraverages/emilbb,1988,Appalachian League,aranzamendi,M91803,Aranzamendi,Jorge,,Johnson City,,,,,
palmer,1988,Appalachian League,ard,ARDB0188,Ard,Johnny,,Elizabethton,,,,,
palmer,1988,Appalachian League,arias,ARIP0186,Arias,Pedro,,Burlington,,,,,
palmer,1988,Appalachian League,arnold,ARNG0188,Arnold,Greg,,Pulaski,,,,,
palmer,1988,Appalachian League,ashworth,ASHM0188,Ashworth,Mike,,Burlington,,,,,
palmer,1988,Appalachian League,avery,AVES0188,Avery,Steve,,Pulaski,,,,,
palmer,1988,Appalachian League,backs,BACJ0288,Backs,Jason,,Martinsville,,,,,
palmer,1988,Appalachian League,baez,BAEA0186,Baez,Angel,,Burlington,,,,,
palmer,1988,Appalachian League,bailey,BAIT0188,Bailey,Troy,,Wytheville,,,,,
palmer,1988,Appalachian League,baron,BARR0188,Baron,Sean,,Burlington,,,,,
palmer,1988,Appalachian League,barranco,BARV0187,Barranco,Vince,,Burlington,,,,,
palmer,1988,Appalachian League,bautista,BAUH0188,Bautista,Hector,,Bluefield,,,,,
palmer,1988,Appalachian League,bean,BEAK0188,Bean,Kenneth,,Martinsville,,,,,
palmer,1988,Appalachian League,belbru,BELJ0187,Belbru,Juan,,Johnson City,,,,,
palmer,1988,Appalachian League,bell,BELB0188,Bell,Brent,,Bluefield,,,,,
palmer,1988,Appalachian League,bennett,BENA0188,Bennett,Albert,,Martinsville,,,,,
palmer,1988,Appalachian League,berlin,BERR0188,Berlin,Randy,,Johnson City,,,,,
palmer,1988,Appalachian League,betances,BETM0188,Betances,Marcos,,Bristol,,,,,
palmer,1988,Appalachian League,biggers,BIGA0187,Biggers,Alan,,Johnson City,,,,,
palmer,1988,Appalachian League,biggs,BIGO0187,Biggs,Doug,,Bristol,,,,,
palmer,1988,Appalachian League,blundin,BLUB0187,Blundin,Barry,,Burlington,,,,,
palmer,1988,Appalachian League,bonchek,BONJ0188,Bonchek,Jeff,,Burlington,,,,,
palmer,1988,Appalachian League,bonneau,BONR0188,Bonneau,Rob,,Wytheville,,,,,
palmer,1988,Appalachian League,borders,BORT0288,Borders,Todd,,Wytheville,,,,,
palmer,1988,Appalachian League,borland,BORT0188,Borland,Toby,,Martinsville,,,,,
