source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
1911Spalding,1910,South Atlantic League,balenti,B00163,Balenti,,0,Savannah,,B113
1911Spalding,1910,South Atlantic League,balenti,F20303,Balenti,,0,Savannah,,3b97
1911Spalding,1910,South Atlantic League,balenti,F20474,Balenti,,0,Savannah,,ss12
1911Spalding,1910,South Atlantic League,beck,B00434,Beck,,0,Columbia,,B45
1911Spalding,1910,South Atlantic League,beck,F20240,Beck,,0,Columbia,,3b44
1911Spalding,1910,South Atlantic League,becker,B00037,Becker,,0,Columbus,,B123
1911Spalding,1910,South Atlantic League,becker,F20648,Becker,,0,Columbus,,of173
1911Spalding,1910,South Atlantic League,benson,B00319,Benson,,0,Columbus,,B126
1911Spalding,1910,South Atlantic League,benson,F20166,Benson,,0,Columbus,,2b126
1911Spalding,1910,South Atlantic League,benton,B00904,Benton,,0,Macon,,B21
1911Spalding,1910,South Atlantic League,benton,F21013,Benton,,0,Macon,,p21
1911Spalding,1910,South Atlantic League,benton,P10035,Benton,,0,Macon,,
1911Spalding,1910,South Atlantic League,bierkotte,B00149,Bierkotte,,0,Augusta,,B98
1911Spalding,1910,South Atlantic League,bierkotte,F20401,Bierkotte,,0,Augusta,,ss98
1911Spalding,1910,South Atlantic League,bierman,B00667,Bierman,,0,Jacksonville,,B83
1911Spalding,1910,South Atlantic League,bierman,F20279,Bierman,,0,Jacksonville,,3b83
1911Spalding,1910,South Atlantic League,brandt,B01041,Brandt,,0,Columbia,,B19
1911Spalding,1910,South Atlantic League,brandt,F20981,Brandt,,0,Columbia,,p
1911Spalding,1910,South Atlantic League,breitenstein,B00045,Breitenstein,,0,Columbia,,B87
1911Spalding,1910,South Atlantic League,breitenstein,F20222,Breitenstein,,0,Columbia,,2b22
1911Spalding,1910,South Atlantic League,breitenstein,F20759,Breitenstein,,0,Columbia,,of48
1911Spalding,1910,South Atlantic League,bremmerhoff,B01055,Bremmerhoff,,0,Jacksonville,,B33
1911Spalding,1910,South Atlantic League,bremmerhoff,F21021,Bremmerhoff,,0,Jacksonville,,p33
1911Spalding,1910,South Atlantic League,bremmerhoff,P10215,Bremmerhoff,,0,Jacksonville,,
1911Spalding,1910,South Atlantic League,carter,B00210,Carter,,0,Jacksonville,,B82
1911Spalding,1910,South Atlantic League,carter,F20699,Carter,,0,Jacksonville,,of82
1911Spalding,1910,South Atlantic League,cavender,B00324,Cavender,,0,Columbia,,B114
1911Spalding,1910,South Atlantic League,cavender,F20636,Cavender,,0,Columbia,,of114
1911Spalding,1910,South Atlantic League,chancey,B00912,Chancey,,1,Macon,,
1911Spalding,1910,South Atlantic League,chancey,B00912,Chancey,,2,Jacksonville,,
1911Spalding,1910,South Atlantic League,chancey,B00912,Chancey,,T,,,B30
1911Spalding,1910,South Atlantic League,chancey,F20583,Chancey,,0,Jacksonville,,of23
1911Spalding,1910,South Atlantic League,clarke,B00553,Clarke,,1,Columbus,,
1911Spalding,1910,South Atlantic League,clarke,B00553,Clarke,,2,Columbia,,
1911Spalding,1910,South Atlantic League,clarke,B00553,Clarke,,T,,,B21
