source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
minoraverages/Howard,1908,Central Kansas League,abbott,B00013,Abbott,Paine Ingersoll,0,Salina,19080622/19080818,"B40p1,c21,1b11,cf1,rf7"
minoraverages/Howard,1908,Central Kansas League,abbott,P10550,Abbott,Paine Ingersoll,0,Salina,,P1
minoraverages/Howard,1908,Central Kansas League,almquist,B00021,Almquist,Martin Fillipus,0,McPherson,19080702/19080703,"B2lf1,rf1"
minoraverages/Howard,1908,Central Kansas League,alton,B00037,Alton,Bill,0,McPherson,19080622/19080723,"B21b1,lf1"
minoraverages/Howard,1908,Central Kansas League,anderson,B00045,Anderson,,0,Ellsworth,19080807/19080815,B82b8
minoraverages/Howard,1908,Central Kansas League,august,B00059,August,,0,McPherson,19080727/19080727,B1c1
minoraverages/Howard,1908,Central Kansas League,bacon,B00068,Bacon,,0,Little River,19080622/19080706,"B103b5,ss5"
minoraverages/Howard,1908,Central Kansas League,bacon,B00076,Bacon,,0,McPherson,19080722/19080722,B13b1
minoraverages/Howard,1908,Central Kansas League,bacon,B00084,Bacon,,1,Little River,,
minoraverages/Howard,1908,Central Kansas League,bacon,B00084,Bacon,,2,McPherson,,
minoraverages/Howard,1908,Central Kansas League,bacon,B00084,Bacon,,T,,19080622/19080722,"B113b6,ss5"
minoraverages/Howard,1908,Central Kansas League,baird.c,B00092,Baird,Chas. Olin,0,Salina,19080817/19080817,B1c1
minoraverages/Howard,1908,Central Kansas League,baird.h,B00101,Baird,"Harry S. ""Jocko""",0,Salina,19080622/19080817,"B22p19,rf3"
minoraverages/Howard,1908,Central Kansas League,baird.h,P10464,Baird,"Harry S. ""Jocko""",0,Salina,,P19
minoraverages/Howard,1908,Central Kansas League,bankhead,B00117,Bankhead,Cecil G.,0,Ellsworth,19080727/19080728,B22b2
minoraverages/Howard,1908,Central Kansas League,barker,B00125,Barker,,0,McPherson,19080711/19080711,B1p1
minoraverages/Howard,1908,Central Kansas League,barker,P10253,Barker,,0,McPherson,,P1
minoraverages/Howard,1908,Central Kansas League,becker,B00130,Becker,Karl Mennefee,0,Newton,19080622/19080806,B371b37
minoraverages/Howard,1908,Central Kansas League,becker,M90083,Becker,Karl M.,,Newton,/19080805,
minoraverages/Howard,1908,Central Kansas League,benedix,B00149,Benedix,Herman Arthur,0,Little River,19080721/19080728,B63b6
minoraverages/Howard,1908,Central Kansas League,bidwell,B00158,Bidwell,,0,Little River,19080709/19080724,"B111b8,lf1,rf2"
minoraverages/Howard,1908,Central Kansas League,bidwell,B00163,Bidwell,,0,Ellsworth,19080729/19080731,B22b2
minoraverages/Howard,1908,Central Kansas League,bidwell,B00174,Bidwell,,1,Little River,,
minoraverages/Howard,1908,Central Kansas League,bidwell,B00174,Bidwell,,2,Ellsworth,,
minoraverages/Howard,1908,Central Kansas League,bidwell,B00174,Bidwell,,T,,19080709/19080731,"B131b8,2b2,lf1,rf2"
minoraverages/Howard,1908,Central Kansas League,bond,B00182,Bond,,0,Ellsworth,19080622/19080815,"B362b3,3b30,rf1"
minoraverages/Howard,1908,Central Kansas League,bothwell,B00196,Bothwell,,0,Ellsworth,19080625/19080630,"B5lf2,cf3"
minoraverages/Howard,1908,Central Kansas League,bowen,B00207,Bowen,,0,Little River,19080630/19080722,"B15c6,lf5,cf2,rf2"
minoraverages/Howard,1908,Central Kansas League,brown,B00210,Brown,"Richard ""Dick""",0,Salina,19080716/19080808,"B15p1,3b13,ss1"
minoraverages/Howard,1908,Central Kansas League,brown,M90110,Brown,Richard,,Salina,19080730/,
minoraverages/Howard,1908,Central Kansas League,brown,P10569,Brown,"Richard ""Dick""",0,Salina,,P1
minoraverages/Howard,1908,Central Kansas League,brumley,B00229,Brumley,Claude Albro,0,Newton,19080622/19080629,"B7c5,2b2"
minoraverages/Howard,1908,Central Kansas League,bryan,B00232,Bryan,,0,Newton,19080818/19080818,B1lf1
minoraverages/Howard,1908,Central Kansas League,burgess,B00241,Burgess,Earl A.,0,McPherson,19080622/19080630,"B7p3,rf4"
