league.year,league.name.full,entry.name,entry.key,team.key,club.key
2017,British National Baseball League,Brighton,BRI,BRI,BRI
2017,British National Baseball League,Essex,ESS,ESS,ESS
2017,British National Baseball League,Herts,HER,HER,HER
2017,British National Baseball League,London Capitals,CAP,CAP,CAP
2017,British National Baseball League,London Mets,MET,MET,MET
2017,British National Baseball League,Southampton,STN,STN,STN
2017,Dutch Major League,Neptunus,NEP,NEP,NEP
2017,Dutch Major League,Amsterdam,AMS,AMS,AMS
2017,Dutch Major League,Hoofddorp,HOO,HOO,HOO
2017,Dutch Major League,DSS,DSS,DSS,DSS
2017,Dutch Major League,HCAW,HCA,HCA,HCA
2017,Dutch Major League,Twins,TWI,TWI,TWI
2017,Dutch Major League,UVV,UVV,UVV,UVV
