league.year,league.name.full,entry.name,entry.key,team.key,club.key
1957,Big State League,Abilene,ABI,ABI,ABI
1957,Big State League,Port Arthur/Temple,PA+TEM,,PA+TEM
1957,Big State League,Port Arthur,PA+TEM,PA,PA+TEM
1957,Big State League,Temple,PA+TEM,TEM,PA+TEM
1957,Big State League,Wichita Falls,WF,WF,WF
1957,Carolina League,Durham,DUR,DUR,DUR
1957,Carolina League,High Point-Thomasville,HPT,HPT,HPT
1957,Carolina League,Greensboro,GBO,GBO,GBO
1957,Carolina League,Winston-Salem,WS,WS,WS
1957,Carolina League,Danville,DAN,DAN,DAN
1957,Carolina League,Kinston/Wilson,KIN+WIL,,KIN+WIL
1957,Carolina League,Kinston,KIN+WIL,KIN,KIN+WIL
1957,Carolina League,Wilson,KIN+WIL,WIL,KIN+WIL
1957,Northwest League,Eugene,EUG,EUG,EUG
1957,Northwest League,Wenatchee,WEN,WEN,WEN
1957,Northwest League,Yakima,YAK,YAK,YAK
1957,Northwest League,Salem,SAL,SAL,SAL
1957,Northwest League,Lewiston,LEW,LEW,LEW
1957,Northwest League,Tri-City,TRI,TRI,TRI
1957,Southwestern League,Hobbs,HOB,HOB,HOB
1957,Southwestern League,Ballinger,BAL,BAL,BAL
1957,Southwestern League,Carlsbad,CAR,CAR,CAR
1957,Southwestern League,Midland/Lamesa,MID+LAM,,MID+LAM
1957,Southwestern League,Midland,MID+LAM,MID,MID+LAM
1957,Southwestern League,Lamesa,MID+LAM,LAM,MID+LAM
1957,Southwestern League,Clovis,CLO,CLO,CLO
1957,Southwestern League,El Paso,ELP,ELP,ELP
1957,Southwestern League,Pampa/San Angelo,PAM+SA,,PAM+SA
1957,Southwestern League,Pampa,PAM+SA,PAM,PAM+SA
1957,Southwestern League,San Angelo,PAM+SA,SA,PAM+SA
1957,Southwestern League,Plainview,PLA,PLA,PLA
1957,Illinois-Indiana-Iowa League,Evansville,EVA,EVA,EVA
1957,Illinois-Indiana-Iowa League,Peoria,PEO,PEO,PEO
1957,Illinois-Indiana-Iowa League,Davenport,DAV,DAV,DAV
1957,Illinois-Indiana-Iowa League,Burlington,BUR,BUR,BUR
1957,Illinois-Indiana-Iowa League,Keokuk,KEO,KEO,KEO
1957,Illinois-Indiana-Iowa League,Cedar Rapids,CR,CR,CR
1957,Arizona-Mexico League,Phoenix,PHX,PHX,PHX
1957,Arizona-Mexico League,Cananea,CAN,CAN,CAN
1957,Arizona-Mexico League,Douglas,DOU,DOU,DOU
1957,Arizona-Mexico League,Las Vegas,LV,LV,LV
1957,Arizona-Mexico League,Tucson,TUC,TUC,TUC
1957,Arizona-Mexico League,Mexicali,MEX,MEX,MEX
1957,California League,Visalia,VIS,VIS,VIS
1957,California League,Reno,REN,REN,REN
1957,California League,Modesto,MOD,MOD,MOD
1957,California League,Salinas,SAL,SAL,SAL
1957,California League,San Jose,SJ,SJ,SJ
1957,California League,Bakersfield,VAK,VAK,VAK
1957,California League,Stockton,STO,STO,STO
1957,California League,Fresno,FRE,FRE,FRE
1957,Central Mexican League,Chihuahua,CHI,CHI,CHI
1957,Central Mexican League,Saltillo,SAL,SAL,SAL
1957,Central Mexican League,Durango-Laguna,DUR,DUR,DUR
1957,Central Mexican League,Juarez,JUA,JUA,JUA
1957,Central Mexican League,Fresnillo,FRE,FRE,FRE
1957,Central Mexican League,Aguascalientes,AGS,AGS,AGS
1957,Evangeline League,Alexandria,ALX,ALX,ALX
1957,Evangeline League,Crowley,CRO,CRO,CRO
1957,Evangeline League,Thibodaux,THI,THI,THI
1957,Evangeline League,Lake Charles,LC,LC,LC
1957,Evangeline League,Lafayette,LAF,LAF,LAF
1957,Evangeline League,Baton Rouge,BR,BR,BR
1957,Northern League,Duluth-Superior,DS,DS,DS
1957,Northern League,Winnipeg,WIN,WIN,WIN
1957,Northern League,Eau Claire,EC,EC,EC
1957,Northern League,Fargo-Moorhead,FM,FM,FM
1957,Northern League,St. Cloud,STC,STC,STC
1957,Northern League,Wausau,WAU,WAU,WAU
1957,Northern League,Aberdeen,ABE,ABE,ABE
1957,Northern League,Grand Forks,GF,GF,GF
1957,Pioneer League,Billings,BIL,BIL,BIL
1957,Pioneer League,Idaho Falls,IF,IF,IF
1957,Pioneer League,Pocatello,POC,POC,POC
1957,Pioneer League,Missoula,MIS,MIS,MIS
1957,Pioneer League,Salt Lake City,SLC,SLC,SLC
1957,Pioneer League,Magic Valley,MV,MV,MV
1957,Pioneer League,Boise,BOI,BOI,BOI
1957,Pioneer League,Great Falls,GF,GF,GF
1957,Alabama-Florida League,Montgomery,MON,MON,MON
1957,Alabama-Florida League,Graceville,GRA,GRA,GRA
1957,Alabama-Florida League,Panama City,PC,PC,PC
1957,Alabama-Florida League,Fort Walton Beach,FWB,FWB,FWB
1957,Alabama-Florida League,Pensacola,PEN,PEN,PEN
1957,Alabama-Florida League,Selma,SEL,SEL,SEL
1957,Appalachian League,Bluefield,BLU,BLU,BLU
1957,Appalachian League,Johnson City,JC,JC,JC
1957,Appalachian League,Salem,SAL,SAL,SAL
1957,Appalachian League,Wytheville,WYT,WYT,WYT
1957,Appalachian League,Pulaski,PUL,PUL,PUL
1957,Appalachian League,Kingsport,KPT,KPT,KPT
1957,Florida State League,Tampa,TAM,TAM,TAM
1957,Florida State League,Daytona Beach,DB,DB,DB
1957,Florida State League,Palatka,PAL,PAL,PAL
1957,Florida State League,St. Petersburg,STP,STP,STP
1957,Florida State League,Leesburg,LEE,LEE,LEE
1957,Florida State League,Cocoa,COC,COC,COC
1957,Florida State League,Gainesville,GVL,GVL,GVL
1957,Florida State League,Orlando,ORL,ORL,ORL
1957,Georgia-Florida League,Albany,ALB,ALB,ALB
1957,Georgia-Florida League,Valdosta,VAL,VAL,VAL
1957,Georgia-Florida League,Thomasville,THO,THO,THO
1957,Georgia-Florida League,Fitzgerald,FIT,FIT,FIT
1957,Georgia-Florida League,Moultrie/Brunswick,MOU+BRU,,MOU+BRU
1957,Georgia-Florida League,Moultrie,MOU+BRU,MOU,MOU+BRU
1957,Georgia-Florida League,Brunswick,MOU+BRU,BRU,MOU+BRU
1957,Georgia-Florida League,Waycross,WAY,WAY,WAY
1957,Midwest League,Kokomo,KOK,KOK,KOK
1957,Midwest League,Decatur,DEC,DEC,DEC
1957,Midwest League,Dubuque,DUB,DUB,DUB
1957,Midwest League,Michigan City,MC,MC,MC
1957,Midwest League,Clinton,CLI,CLI,CLI
1957,Midwest League,Lafayette,LAF,LAF,LAF
1957,Midwest League,Paris,PAR,PAR,PAR
1957,Midwest League,Mattoon,MAT,MAT,MAT
1957,Nebraska State League,Grand Island,GI,GI,GI
1957,Nebraska State League,Holdrege,HOL,HOL,HOL
1957,Nebraska State League,Lexington,LEX,LEX,LEX
1957,Nebraska State League,Kearney,KEA,KEA,KEA
1957,Nebraska State League,Hastings,HAS,HAS,HAS
1957,Nebraska State League,McCook,MCC,MCC,MCC
1957,Nebraska State League,Superior,SPU,SPU,SPU
1957,Nebraska State League,North Platte,NP,NP,NP
1957,New York-Pennsylvania League,Wellsville,WEL,WEL,WEL
1957,New York-Pennsylvania League,Erie,ERI,ERI,ERI
1957,New York-Pennsylvania League,Corning,COR,COR,COR
1957,New York-Pennsylvania League,Batavia,BAT,BAT,BAT
1957,New York-Pennsylvania League,Olean,OLE,OLE,OLE
1957,New York-Pennsylvania League,Elmira,ELM,ELM,ELM
1957,New York-Pennsylvania League,Bradford/Hornell,BRA+HOR,,BRA+HOR
1957,New York-Pennsylvania League,Bradford,BRA+HOR,BRA,BRA+HOR
1957,New York-Pennsylvania League,Hornell,BRA+HOR,HOR,BRA+HOR
1957,New York-Pennsylvania League,Jamestown,JAM,JAM,JAM
1957,Sooner State League,Paris,PAR,PAR,PAR
1957,Sooner State League,Ardmore,ARD,ARD,ARD
1957,Sooner State League,Muskogee,MUS,MUS,MUS
1957,Sooner State League,Shawnee,SHA,SHA,SHA
1957,Sooner State League,Greenville,GRE,GRE,GRE
1957,Sooner State League,Lawton,LAW,LAW,LAW
1957,Sooner State League,Ponca City,PC,PC,PC
1957,Sooner State League,Seminole,SEM,SEM,SEM
