league.year,league.name.full,entry.name,entry.key,team.key,club.key
1987,American Association,Denver,DEN,DEN,DEN
1987,American Association,Louisville,LOU,LOU,LOU
1987,American Association,Indianapolis,IND,IND,IND
1987,American Association,Oklahoma City,OKC,OKC,OKC
1987,American Association,Buffalo,BUF,BUF,BUF
1987,American Association,Iowa,IOW,IOW,IOW
1987,American Association,Omaha,OMA,OMA,OMA
1987,American Association,Nashville,NVL,NVL,NVL
1987,International League,Tidewater,TID,TID,TID
1987,International League,Columbus,COL,COL,COL
1987,International League,Rochester,ROC,ROC,ROC
1987,International League,Pawtucket,PAW,PAW,PAW
1987,International League,Toledo,TOL,TOL,TOL
1987,International League,Syracuse,SYR,SYR,SYR
1987,International League,Maine,MAI,MAI,MAI
1987,International League,Richmond,RIC,RIC,RIC
1987,Mexican League,Monterrey,MTY,MTY,MTY
1987,Mexican League,Aguascalientes,AGU,AGU,AGU
1987,Mexican League,Dos Laredos,LAR,LAR,LAR
1987,Mexican League,Monclova,MVA,MVA,MVA
1987,Mexican League,San Luis Potosi,SLP,SLP,SLP
1987,Mexican League,Union Laguna,UL,UL,UL
1987,Mexican League,Saltillo,SAL,SAL,SAL
1987,Mexican League,Mexico City Reds,MCR,MCR,MCR
1987,Mexican League,Puebla,PUE,PUE,PUE
1987,Mexican League,Mexico City Tigers,MCT,MCT,MCT
1987,Mexican League,Leon,LEO,LEO,LEO
1987,Mexican League,Campeche,CAM,CAM,CAM
1987,Mexican League,Tabasco,TAB,TAB,TAB
1987,Mexican League,Yucatan,YUC,YUC,YUC
1987,Pacific Coast League,Calgary,CAL,CAL,CAL
1987,Pacific Coast League,Tacoma,TAC,TAC,TAC
1987,Pacific Coast League,Vancouver,VAN,VAN,VAN
1987,Pacific Coast League,Edmonton,EDM,EDM,EDM
1987,Pacific Coast League,Portland,POR,POR,POR
1987,Pacific Coast League,Albuquerque,ALB,ALB,ALB
1987,Pacific Coast League,Phoenix,PHX,PHX,PHX
1987,Pacific Coast League,Tucson,TUC,TUC,TUC
1987,Pacific Coast League,Las Vegas,LV,LV,LV
1987,Pacific Coast League,Hawaii,HAW,HAW,HAW
1987,Eastern League,Pittsfield,PIT,PIT,PIT
1987,Eastern League,Harrisburg,HAR,HAR,HAR
1987,Eastern League,Reading,REA,REA,REA
1987,Eastern League,Vermont,VER,VER,VER
1987,Eastern League,Albany-Colonie,ALB,ALB,ALB
1987,Eastern League,New Britain,NB,NB,NB
1987,Eastern League,Williamsport,WPT,WPT,WPT
1987,Eastern League,Glens Falls,GF,GF,GF
1987,Southern League,Jacksonville,JAX,JAX,JAX
1987,Southern League,Charlotte,CHA,CHA,CHA
1987,Southern League,Greenville,GVL,GVL,GVL
1987,Southern League,Columbus,CBS,CBS,CBS
1987,Southern League,Orlando,ORL,ORL,ORL
1987,Southern League,Huntsville,HUN,HUN,HUN
1987,Southern League,Memphis,MEM,MEM,MEM
1987,Southern League,Chattanooga,CNG,CNG,CNG
1987,Southern League,Birmingham,BIR,BIR,BIR
1987,Southern League,Knoxville,KNX,KNX,KNX
1987,Texas League,Shreveport,SHR,SHR,SHR
1987,Texas League,Arkansas,ARK,ARK,ARK
1987,Texas League,Jackson,JAC,JAC,JAC
1987,Texas League,Tulsa,TUL,TUL,TUL
1987,Texas League,El Paso,ELP,ELP,ELP
1987,Texas League,Midland,MID,MID,MID
1987,Texas League,Wichita,WIC,WIC,WIC
1987,Texas League,San Antonio,SA,SA,SA
1987,California League,Stockton,STO,STO,STO
1987,California League,Modesto,MOD,MOD,MOD
1987,California League,Reno,REN,REN,REN
1987,California League,Salinas,SAL,SAL,SAL
1987,California League,San Jose,SJ,SJ,SJ
1987,California League,Fresno,FRE,FRE,FRE
1987,California League,Bakersfield,BAK,BAK,BAK
1987,California League,San Bernardino,SB,SB,SB
1987,California League,Palm Springs,PS,PS,PS
1987,California League,Visalia,VIS,VIS,VIS
1987,Carolina League,Salem,SAL,SAL,SAL
1987,Carolina League,Hagerstown,HAG,HAG,HAG
1987,Carolina League,Prince William,PW,PW,PW
1987,Carolina League,Lynchburg,LYN,LYN,LYN
1987,Carolina League,Kinston,KIN,KIN,KIN
1987,Carolina League,Winston-Salem,WS,WS,WS
1987,Carolina League,Peninsula,PEN,PEN,PEN
1987,Carolina League,Durham,DUR,DUR,DUR
1987,Florida State League,St. Petersburg,STP,STP,STP
1987,Florida State League,Dunedin,DUN,DUN,DUN
1987,Florida State League,Clearwater,CLE,CLE,CLE
1987,Florida State League,Charlotte,CHA,CHA,CHA
1987,Florida State League,Tampa,TAM,TAM,TAM
1987,Florida State League,Fort Myers,FTM,FTM,FTM
1987,Florida State League,Fort Lauderdale,FTL,FTL,FTL
1987,Florida State League,West Palm Beach,WPB,WPB,WPB
1987,Florida State League,Vero Beach,VB,VB,VB
1987,Florida State League,Miami,MIA,MIA,MIA
1987,Florida State League,Osceola,OSC,OSC,OSC
1987,Florida State League,Lakeland,LAK,LAK,LAK
1987,Florida State League,Daytona Beach,DB,DB,DB
1987,Florida State League,Winter Haven,WH,WH,WH
1987,Midwest League,Kenosha,KEN,KEN,KEN
1987,Midwest League,Appleton,APP,APP,APP
1987,Midwest League,Madison,MAD,MAD,MAD
1987,Midwest League,Wausau,WAU,WAU,WAU
1987,Midwest League,Beloit,BEL,BEL,BEL
1987,Midwest League,Clinton,CLI,CLI,CLI
1987,Midwest League,Waterloo,WAT,WAT,WAT
1987,Midwest League,Cedar Rapids,CR,CR,CR
1987,Midwest League,Springfield,SPR,SPR,SPR
1987,Midwest League,Peoria,PEO,PEO,PEO
1987,Midwest League,Burlington,BUR,BUR,BUR
1987,Midwest League,Quad Cities,QC,QC,QC
1987,New York-Pennsylvania League,Watertown,WAT,WAT,WAT
1987,New York-Pennsylvania League,Oneonta,ONE,ONE,ONE
1987,New York-Pennsylvania League,Auburn,AUB,AUB,AUB
1987,New York-Pennsylvania League,Little Falls,LF,LF,LF
1987,New York-Pennsylvania League,Utica,UTI,UTI,UTI
1987,New York-Pennsylvania League,Elmira,ELM,ELM,ELM
1987,New York-Pennsylvania League,Geneva,GEN,GEN,GEN
1987,New York-Pennsylvania League,Jamestown,JAM,JAM,JAM
1987,New York-Pennsylvania League,Newark,NEW,NEW,NEW
1987,New York-Pennsylvania League,St. Catharines,STC,STC,STC
1987,New York-Pennsylvania League,Erie,ERI,ERI,ERI
1987,New York-Pennsylvania League,Batavia,BAT,BAT,BAT
1987,Northwest League,Spokane,SPO,SPO,SPO
1987,Northwest League,Bend,BEN,BEN,BEN
1987,Northwest League,Medford,MED,MED,MED
1987,Northwest League,Boise,BOI,BOI,BOI
1987,Northwest League,Everett,EVE,EVE,EVE
1987,Northwest League,Eugene,EUG,EUG,EUG
1987,Northwest League,Salem,SAL,SAL,SAL
1987,Northwest League,Bellingham,BEL,BEL,BEL
1987,South Atlantic League,Asheville,ASH,ASH,ASH
1987,South Atlantic League,Charleston WV,CWV,CWV,CWV
1987,South Atlantic League,Spartanburg,SPA,SPA,SPA
1987,South Atlantic League,Fayetteville,FAY,FAY,FAY
1987,South Atlantic League,Gastonia,GAS,GAS,GAS
1987,South Atlantic League,Greensboro,GBO,GBO,GBO
1987,South Atlantic League,Myrtle Beach,MB,MB,MB
1987,South Atlantic League,Sumter,SUM,SUM,SUM
1987,South Atlantic League,Macon,MAC,MAC,MAC
1987,South Atlantic League,Savannah,SAV,SAV,SAV
1987,South Atlantic League,Charleston SC,CSC,CSC,CSC
1987,South Atlantic League,Columbia,CBA,CBA,CBA
1987,Appalachian League,Burlington,BUR,BUR,BUR
1987,Appalachian League,Pulaski,PUL,PUL,PUL
1987,Appalachian League,Bluefield,BLU,BLU,BLU
1987,Appalachian League,Wytheville,WYT,WYT,WYT
1987,Appalachian League,Johnson City,JC,JC,JC
1987,Appalachian League,Elizabethton,ELI,ELI,ELI
1987,Appalachian League,Kingsport,KIN,KIN,KIN
1987,Appalachian League,Bristol,BRI,BRI,BRI
1987,Gulf Coast League,Dodgers,DOD,DOD,DOD
1987,Gulf Coast League,Pirates,PIR,PIR,PIR
