league.year,league.name.full,entry.name,entry.key,team.key,club.key
1987,Gulf Coast League,Yankees,YAN,YAN,YAN
1987,Gulf Coast League,Expos,EXP,EXP,EXP
1987,Gulf Coast League,Braves,BRA,BRA,BRA
1987,Gulf Coast League,Royals,ROY,ROY,ROY
1987,Gulf Coast League,White Sox,WS,WS,WS
1987,Gulf Coast League,Astros,AST,AST,AST
1987,Gulf Coast League,Reds,RED,RED,RED
1987,Gulf Coast League,Rangers,RAN,RAN,RAN
1987,Pioneer League,Helena,HEL,HEL,HEL
1987,Pioneer League,Billings,BIL,BIL,BIL
1987,Pioneer League,Great Falls,GF,GF,GF
1987,Pioneer League,Medicine Hat,MH,MH,MH
1987,Pioneer League,Salt Lake City,SLC,SLC,SLC
1987,Pioneer League,Idaho Falls,IF,IF,IF
1987,Pioneer League,Pocatello,POC,POC,POC
1987,Pioneer League,Butte,BUT,BUT,BUT
