league.year,league.name.full,entry.name,entry.key,team.key,club.key
1984,American Association,Indianapolis,IND,IND,IND
1984,American Association,Iowa,IOW,IOW,IOW
1984,American Association,Denver,DEN,DEN,DEN
1984,American Association,Louisville,LOU,LOU,LOU
1984,American Association,Wichita,WIC,WIC,WIC
1984,American Association,Evansville,EVA,EVA,EVA
1984,American Association,Oklahoma City,OKC,OKC,OKC
1984,American Association,Omaha,OMA,OMA,OMA
1984,International League,Columbus,COL,COL,COL
1984,International League,Maine,MAI,MAI,MAI
1984,International League,Toledo,TOL,TOL,TOL
1984,International League,Pawtucket,PAW,PAW,PAW
1984,International League,Tidewater,TID,TID,TID
1984,International League,Richmond,RIC,RIC,RIC
1984,International League,Syracuse,SYR,SYR,SYR
1984,International League,Rochester,ROC,ROC,ROC
1984,Mexican League,Aguascalientes,AGU,AGU,AGU
1984,Mexican League,Nuevo Laredo,NL,NL,NL
1984,Mexican League,Ciudad Juarez,CJ,CJ,CJ
1984,Mexican League,Saltillo,SAL,SAL,SAL
1984,Mexican League,Tampico,TAM,TAM,TAM
1984,Mexican League,Monterrey,MTY,MTY,MTY
1984,Mexican League,Leon,LEO,LEO,LEO
1984,Mexican League,Monclova,MVA,MVA,MVA
1984,Mexican League,Mexico City Reds,MCR,MCR,MCR
1984,Mexican League,Mexico City Tigers,MCT,MCT,MCT
1984,Mexican League,Toluca,TOL,TOL,TOL
1984,Mexican League,Yucatan,YUC,YUC,YUC
1984,Mexican League,Cordoba,COR,COR,COR
1984,Mexican League,Veracruz,VER,VER,VER
1984,Mexican League,Tabasco,TAB,TAB,TAB
1984,Mexican League,Campeche,CAM,CAM,CAM
1984,Pacific Coast League,Salt Lake City,SLC,SLC,SLC
1984,Pacific Coast League,Vancouver,VAN,VAN,VAN
1984,Pacific Coast League,Tacoma,TAC,TAC,TAC
1984,Pacific Coast League,Edmonton,EDM,EDM,EDM
1984,Pacific Coast League,Portland,POR,POR,POR
1984,Pacific Coast League,Hawaii,HAW,HAW,HAW
1984,Pacific Coast League,Las Vegas,LV,LV,LV
1984,Pacific Coast League,Tucson,TUC,TUC,TUC
1984,Pacific Coast League,Phoenix,PHX,PHX,PHX
1984,Pacific Coast League,Albuquerque,ALB,ALB,ALB
1984,Eastern League,Albany-Colonie,ALB,ALB,ALB
1984,Eastern League,Glens Falls,GF,GF,GF
1984,Eastern League,Waterbury,WAT,WAT,WAT
1984,Eastern League,Vermont,VER,VER,VER
1984,Eastern League,Buffalo,BUF,BUF,BUF
1984,Eastern League,New Britain,NB,NB,NB
1984,Eastern League,Nashua,NAS,NAS,NAS
1984,Eastern League,Reading,REA,REA,REA
1984,Southern League,Greenville,GVL,GVL,GVL
1984,Southern League,Orlando,ORL,ORL,ORL
1984,Southern League,Jacksonville,JAX,JAX,JAX
1984,Southern League,Charlotte,CLT,CLT,CLT
1984,Southern League,Columbus,CBS,CBS,CBS
1984,Southern League,Nashville,NVL,NVL,NVL
1984,Southern League,Memphis,MEM,MEM,MEM
1984,Southern League,Knoxville,KNX,KNX,KNX
1984,Southern League,Birmingham,BIR,BIR,BIR
1984,Southern League,Chattanooga,CHT,CHT,CHT
1984,Texas League,Jackson,JAC,JAC,JAC
1984,Texas League,Tulsa,TUL,TUL,TUL
1984,Texas League,Arkansas,ARK,ARK,ARK
1984,Texas League,Shreveport,SHR,SHR,SHR
1984,Texas League,Beaumont,BEA,BEA,BEA
1984,Texas League,El Paso,EP,EP,EP
1984,Texas League,San Antonio,SA,SA,SA
1984,Texas League,Midland,MID,MID,MID
1984,California League,Redwood,RED,RED,RED
1984,California League,Modesto,MOD,MOD,MOD
1984,California League,Reno,REN,REN,REN
1984,California League,Stockton,STO,STO,STO
1984,California League,Lodi,LOD,LOD,LOD
1984,California League,Fresno,FRE,FRE,FRE
1984,California League,Bakersfield,BAK,BAK,BAK
1984,California League,Salinas,SAL,SAL,SAL
1984,California League,Visalia,VIS,VIS,VIS
1984,California League,San Jose,SJ,SJ,SJ
1984,Carolina League,Lynchburg,LYN,LYN,LYN
1984,Carolina League,Prince William,PW,PW,PW
1984,Carolina League,Salem,SAL,SAL,SAL
1984,Carolina League,Hagerstown,HAG,HAG,HAG
1984,Carolina League,Peninsula,PEN,PEN,PEN
1984,Carolina League,Kinston,KIN,KIN,KIN
