league.year,league.name.full,entry.name,entry.key,team.key,club.key
1958,Alabama-Florida League,Columbus,COL,COL,COL
1958,Alabama-Florida League,Dothan,DOT,DOT,DOT
1958,Alabama-Florida League,Fort Walton Beach,FWB,FWB,FWB
1958,Alabama-Florida League,Graceville,GRA,GRA,GRA
1958,Alabama-Florida League,Montgomery,MON,TUE,WED
1958,Alabama-Florida League,Panama City,PC,PC,PC
1958,Alabama-Florida League,Pensacola,PEN,PEN,PEN
1958,Alabama-Florida League,Selma,SEL,SEL,SEL
1958,American Association,Charleston,CHA,CHA,CHA
1958,American Association,Denver,DEN,DEN,DEN
1958,American Association,Indianapolis,IND,IND,IND
1958,American Association,Louisville,LOU,LOU,LOU
1958,American Association,Minneapolis,MIN,MIN,MIN
1958,American Association,Omaha,OMA,OMA,OMA
1958,American Association,St. Paul,STP,STP,STP
1958,American Association,Wichita,WIC,WIC,WIC
1958,Appalachian League,Bluefield,BLU,BLU,BLU
1958,Appalachian League,Johnson City,JC,JC,JC
1958,Appalachian League,Pulaski,PUL,PUL,PUL
1958,Appalachian League,Salem,SAL,SAL,SAL
1958,Appalachian League,Wytheville,WYT,WYT,WYT
1958,Arizona-Mexico League,Chihuahua,CHI,CHI,CHI
1958,Arizona-Mexico League,Douglas,DOU,DOU,DOU
1958,Arizona-Mexico League,Juarez,JUA,JUA,JUA
1958,Arizona-Mexico League,Mexicali,MEX,MEX,MEX
1958,Arizona-Mexico League,Nogales,NOG,NOG,NOG
1958,Arizona-Mexico League,Tucson,TUC,TUC,TUC
1958,California League,Bakersfield,BAK,BAK,BAK
1958,California League,Fresno,FRE,FRE,FRE
1958,California League,Modesto,MOD,MOD,MOD
1958,California League,Reno,REN,REN,REN
1958,California League,Salinas,SAL,SAL,SAL
1958,California League,San Jose/Las Vegas,SJ+LV,,SJ+LV
1958,California League,San Jose,SJ+LV,SJ,SJ+LV
1958,California League,Las Vegas,SJ+LV,LV,SJ+LV
1958,California League,Stockton,STO,STO,STO
1958,California League,Visalia,VIS,VIS,VIS
1958,Carolina League,Burlington,BUR,BUR,BUR
1958,Carolina League,Danville,DAN,DAN,DAN
1958,Carolina League,Durham,DUR,DUR,DUR
1958,Carolina League,Greensboro,GBO,GBO,GBO
1958,Carolina League,High Point-Thomasville,HPT,HPT,HPT
1958,Carolina League,Raleigh,RAL,RAL,RAL
1958,Carolina League,Wilson,WIL,WIL,WIL
1958,Carolina League,Winston-Salem,WS,WS,WS
1958,Cuban Winter League,Almendares,ALM,ALM,ALM
1958,Cuban Winter League,Cienfuegos,CIE,CIE,CIE
1958,Cuban Winter League,Havana,HAV,HAV,HAV
1958,Cuban Winter League,Marianao,MAR,MAR,MAR
1958,Dominican Winter League,Aguilas Cibaenas,AGU,AGU,AGU
1958,Dominican Winter League,Escogido,ESC,ESC,ESC
1958,Dominican Winter League,Estrellas Orientales,EST,EST,EST
1958,Dominican Winter League,Licey,LIC,LIC,LIC
1958,Eastern League,Albany,ALB,ALB,ALB
1958,Eastern League,Allentown,ATN,ATN,ATN
1958,Eastern League,Binghamton,BIN,BIN,BIN
1958,Eastern League,Lancaster,LAN,LAN,LAN
1958,Eastern League,Reading,REA,REA,REA
1958,Eastern League,Springfield,SPR,SPR,SPR
1958,Eastern League,Williamsport,WPT,WPT,WPT
1958,Eastern League,York,YOR,YOR,YOR
1958,Florida Instructional League,Athletics,ATH,ATH,ATH
1958,Florida Instructional League,Braves,BRA,BRA,BRA
1958,Florida Instructional League,Cardinals,CAR,CAR,CAR
1958,Florida Instructional League,Yankees,YAN,YAN,YAN
1958,Florida State League,Cocoa,COC,COC,COC
1958,Florida State League,Daytona Beach,DB,DB,DB
1958,Florida State League,Gainesville,GAI,GAI,GAI
1958,Florida State League,Orlando,ORL,ORL,ORL
1958,Florida State League,Palatka,PAL,PAL,PAL
1958,Florida State League,St. Petersburg,STP,STP,STP
1958,Florida State League,Tampa,TAM,TAM,TAM
1958,Georgia-Florida League,Albany,ALB,ALB,ALB
1958,Georgia-Florida League,Brunswick,BRU,BRU,BRU
1958,Georgia-Florida League,Dublin,DUB,DUB,DUB
1958,Georgia-Florida League,Thomasville,THO,THO,THO
1958,Georgia-Florida League,Valdosta,VAL,VAL,VAL
1958,Georgia-Florida League,Waycross,WAY,WAY,WAY
1958,Illinois-Indiana-Iowa League,Burlington,BUR,BUR,BUR
1958,Illinois-Indiana-Iowa League,Cedar Rapids,CR,CR,CR
1958,Illinois-Indiana-Iowa League,Davenport,DAV,DAV,DAV
1958,Illinois-Indiana-Iowa League,Fox Cities,FOX,FOX,FOX
1958,Illinois-Indiana-Iowa League,Green Bay,GB,GB,GB
1958,Illinois-Indiana-Iowa League,Rochester/Winona,ROC+WIN,,ROC+WIN
1958,Illinois-Indiana-Iowa League,Rochester,ROC+WIN,ROC+WIN,ROC+WIN
1958,Illinois-Indiana-Iowa League,Winona,ROC+WIN,ROC+WIN,ROC+WIN
1958,International League,Buffalo,BUF,BUF,BUF
1958,International League,Columbus,COL,COL,COL
1958,International League,Havana,HAV,HAV,HAV
1958,International League,Miami,MIA,MIA,MIA
1958,International League,Montreal,MON,TUE,WED
1958,International League,Richmond,RIC,RIC,RIC
1958,International League,Rochester,ROC,ROC,ROC
1958,International League,Toronto,TOR,TOR,TOR
1958,Mexican League,Mexico City Reds,MCR,MCR,MCR
1958,Mexican League,Mexico City Tigers,MCT,MCT,MCT
1958,Mexican League,Monterrey,MTY,MTY,MTY
1958,Mexican League,Nuevo Laredo,NL,NL,NL
1958,Mexican League,Poza Rica,PR,PR,PR
1958,Mexican League,Yucatan,YUC,YUC,YUC
1958,Midwest League,Clinton,CLI,CLI,CLI
1958,Midwest League,Decatur,DEC,JAN,FEB
1958,Midwest League,Dubuque,DUB,DUB,DUB
1958,Midwest League,Keokuk,KEO,KEO,KEO
1958,Midwest League,Kokomo,KOK,KOK,KOK
1958,Midwest League,Michigan City,MC,MC,MC
1958,Midwest League,Paris,PAR,PAR,PAR
1958,Midwest League,Waterloo,WAT,WAT,WAT
1958,Nebraska State League,Grand Island,GI,GI,GI
1958,Nebraska State League,Hastings,HAS,HAS,HAS
1958,Nebraska State League,Holdrege,HOL,HOL,HOL
1958,Nebraska State League,Kearney,KEA,KEA,KEA
1958,Nebraska State League,Lexington,LEX,LEX,LEX
1958,Nebraska State League,McCook,MCC,MCC,MCC
1958,Nebraska State League,North Platte,NP,NP,NP
1958,Nebraska State League,Superior,SUP,SUP,SUP
1958,New York-Pennsylvania League,Auburn,AUB,AUB,AUB
1958,New York-Pennsylvania League,Batavia,BAT,BAT,BAT
1958,New York-Pennsylvania League,Corning,COR,COR,COR
1958,New York-Pennsylvania League,Elmira,ELM,ELM,ELM
1958,New York-Pennsylvania League,Erie,ERI,ERI,ERI
1958,New York-Pennsylvania League,Geneva,GEN,GEN,GEN
1958,New York-Pennsylvania League,Olean,OLE,OLE,OLE
1958,New York-Pennsylvania League,Wellsville,WEL,WEL,WEL
1958,Northern League,Aberdeen,ABE,ABE,ABE
1958,Northern League,Duluth-Superior,DS,DS,DS
1958,Northern League,Eau Claire,EC,EC,EC
1958,Northern League,Fargo-Moorhead,FM,FM,FM
1958,Northern League,Grand Forks,GF,GF,GF
1958,Northern League,Minot,MIN,MIN,MIN
1958,Northern League,St. Cloud,STC,STC,STC
1958,Northern League,Winnipeg,WPG,WPG,WPG
1958,Northwest League,Eugene,EUG,EUG,EUG
1958,Northwest League,Lewiston,LEW,LEW,LEW
1958,Northwest League,Salem,SAL,SAL,SAL
1958,Northwest League,Tri-City,TC,TC,TC
1958,Northwest League,Wenatchee,WEN,WEN,WEN
