source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1948TSN,1947,Big State League,appell,B00672,Appell,Johnny,0,Waco,,,41,,
minoraverages/1948TSN,1947,Big State League,appell,F21084,Appell,,0,Waco,,,,,rf30
minoraverages/1948TSN,1947,Big State League,atwood,B00158,Atwood,William F.,0,Sherman-Denison,,,77,,
minoraverages/1948TSN,1947,Big State League,atwood,F21335,Atwood,,0,Sherman-Denison,,,,,c74
minoraverages/1948TSN,1947,Big State League,baich,B01337,Baich,Dan B.,0,Wichita Falls,,,40,,
minoraverages/1948TSN,1947,Big State League,baich,F21515,Baich,,0,Wichita Falls,,,,,c37
minoraverages/1948TSN,1947,Big State League,baker,B01523,Baker,McLee,0,Wichita Falls,,,40,,
minoraverages/1948TSN,1947,Big State League,baker,F22150,Baker,,0,Wichita Falls,,,,,p38
minoraverages/1948TSN,1947,Big State League,baker,P10121,Baker,,0,Wichita Falls,,,,38,
minoraverages/1948TSN,1947,Big State League,barkley,B00343,Barkley,John D.,0,Waco,,,128,,
minoraverages/1948TSN,1947,Big State League,barkley,F20620,Barkley,,0,Waco,,,,,ss124
minoraverages/1948TSN,1947,Big State League,battle,B00515,Battle,Vincent,0,Greenville,,,143,,
minoraverages/1948TSN,1947,Big State League,battle,F20547,Battle,,0,Greenville,,,,,ss153
minoraverages/1948TSN,1947,Big State League,beasley,B01143,Beasley,Pat,0,Waco,,,11,,
minoraverages/1948TSN,1947,Big State League,beasley,F22127,Beasley,,0,Waco,,,,,p11
minoraverages/1948TSN,1947,Big State League,beasley,P10407,Beasley,,0,Waco,,,,11,
minoraverages/1948TSN,1947,Big State League,behl,B01216,Behl,Francis C.,0,Gainesville,,,13,,
minoraverages/1948TSN,1947,Big State League,behl,F20832,Behl,,0,Gainesville,,,,,lf13
minoraverages/1948TSN,1947,Big State League,bell.r,B00210,Bell,Roy (Beau),0,Austin,,,136,,
minoraverages/1948TSN,1947,Big State League,bell.w,B00362,Bell,Woodrow M.,0,Austin,,,139,,
minoraverages/1948TSN,1947,Big State League,bell.r,F20144,Bell,R.,0,Austin,,,,,1b61
minoraverages/1948TSN,1947,Big State League,bell.w,F20737,Bell,W.,0,Austin,,,,,lf73
minoraverages/1948TSN,1947,Big State League,bell.w,F20924,Bell,W.,0,Austin,,,,,cf61
minoraverages/1948TSN,1947,Big State League,bell.r,F21210,Bell,R.,0,Austin,,,,,rf64
minoraverages/1948TSN,1947,Big State League,benson,B01595,Benson,Eugene J.,0,Wichita Falls,,,13,,
minoraverages/1948TSN,1947,Big State League,benson,F21324,Benson,,0,Wichita Falls,,,,,c10
minoraverages/1948TSN,1947,Big State League,berry,B00370,Berry,John F.,0,Texarkana,,,128,,
minoraverages/1948TSN,1947,Big State League,berry,F20254,Berry,,0,Texarkana,,,,,2b128
minoraverages/1948TSN,1947,Big State League,black,B00553,Black,William,0,Gainesville,,,43,,
minoraverages/1948TSN,1947,Big State League,black,F20673,Black,,0,Gainesville,,,,,lf21
minoraverages/1948TSN,1947,Big State League,black,F21308,Black,,0,Gainesville,,,,,rf17
minoraverages/1948TSN,1947,Big State League,blomer,B01321,Blomer,Jay,0,Sherman-Denison,,,36,,
minoraverages/1948TSN,1947,Big State League,blomer,F22134,Blomer,,0,Gainesville,,,,,p36
minoraverages/1948TSN,1947,Big State League,blomer,P10516,Blomer,,0,Gainesville,,,,36,
minoraverages/1948TSN,1947,Big State League,boger,B00667,Boger,Hoyle R.,0,Gainesville,,,63,,
minoraverages/1948TSN,1947,Big State League,boger,F21403,Boger,,0,Gainesville,,,,,c63
minoraverages/1948TSN,1947,Big State League,brack,B00397,Brack,Gilbert H.,0,Greenville,,,64,,
minoraverages/1948TSN,1947,Big State League,brack,F21207,Brack,,0,Greenville,,,,,rf53
minoraverages/1948TSN,1947,Big State League,briede,B00936,Briede,Albert E.,0,Waco,,,13,,
minoraverages/1948TSN,1947,Big State League,briede,F21646,Briede,,0,Waco,,,,,p12
minoraverages/1948TSN,1947,Big State League,briner,B00381,Briner,Rudolph P.,0,Wichita Falls,,,107,,
minoraverages/1948TSN,1947,Big State League,briner,F21356,Briner,,0,Wichita Falls,,,,,c103
minoraverages/1948TSN,1947,Big State League,brotherton,B00101,Brotherton,Paul P.,0,Wichita Falls,,,116,,
minoraverages/1948TSN,1947,Big State League,brotherton,F20014,Brotherton,,0,Wichita Falls,,,,,1b116
minoraverages/1948TSN,1947,Big State League,brown,B01384,Brown,Charles,0,Gainesville,,,23,,
minoraverages/1948TSN,1947,Big State League,brown,F21544,Brown,,0,Gainesville,,,,,c17
minoraverages/1948TSN,1947,Big State League,capelle,B00335,Capelle,Jack,0,Waco,,,96,,
minoraverages/1948TSN,1947,Big State League,capelle,F20265,Capelle,,0,Waco,,,,,2b95
minoraverages/1948TSN,1947,Big State League,carnett,B00286,Carnett,Edw. E.,1,Wichita Falls,,,,,
minoraverages/1948TSN,1947,Big State League,carnett,B00286,Carnett,Edw. E.,2,Paris,,,,,
minoraverages/1948TSN,1947,Big State League,carnett,B00286,Carnett,Edw. E.,T,,,,105,,
minoraverages/1948TSN,1947,Big State League,carnett,F20153,Carnett,,1,Wichita Falls,,,,,1b
minoraverages/1948TSN,1947,Big State League,carnett,F20153,Carnett,,2,Paris,,,,,1b
minoraverages/1948TSN,1947,Big State League,carnett,F20153,Carnett,,T,,,,,,1b13
minoraverages/1948TSN,1947,Big State League,carnett,F20829,Carnett,,1,Wichita Falls,,,,,lf
minoraverages/1948TSN,1947,Big State League,carnett,F20829,Carnett,,2,Paris,,,,,lf
minoraverages/1948TSN,1947,Big State League,carnett,F20829,Carnett,,T,,,,,,lf26
minoraverages/1948TSN,1947,Big State League,carnett,F20935,Carnett,,1,Wichita Falls,,,,,cf
minoraverages/1948TSN,1947,Big State League,carnett,F20935,Carnett,,2,Paris,,,,,cf
minoraverages/1948TSN,1947,Big State League,carnett,F20935,Carnett,,T,,,,,,cf33
minoraverages/1948TSN,1947,Big State League,carnett,F21117,Carnett,,1,Wichita Falls,,,,,rf
minoraverages/1948TSN,1947,Big State League,carnett,F21117,Carnett,,2,Paris,,,,,rf
minoraverages/1948TSN,1947,Big State League,carnett,F21117,Carnett,,T,,,,,,rf25
