source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1947,Georgia-Florida League,,M93676,Harris,Mercer,,Cordele,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93668,Holliday,Hugh,,Valdosta,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93621,Katkaveck,Mickey,,Albany,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93585,Kinnard,Buster,,Moultrie,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93659,Kruasse,Lew,,Americus,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93637,Mullen,"Vincent ""Moon""",,Thomasville,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93599,Poole,Jim,,Moultrie,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93645,Sanford,Jack,,Americus,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93600,Scott,LeGrant,,Waycross,,,,,
minoraverages/emilbb,1947,Georgia-Florida League,,M93613,Seghi,Phil,,Tallahassee,,,,,
