source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92705,Bottarini,John,,Clovis,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92672,Bowland,Art,,Abilene,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92680,Dotlich,Joe,,Clovis,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92614,Fausett,Buck,,Albuquerque,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92667,Greer,Hayden,,Abilene,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92609,Lamprich,Harry,,Amarillo,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92646,Nell,Gordon,,Borger,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92695,Riley,Jack,,Clovis,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92638,Seitz,Grover,,Pampa,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92623,Sturdivant,George,,Lamesa,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92590,Sullivan,Jack,,Lubbock,,,,,
minoraverages/emilbb,1947,West Texas-New Mexico League,,M92651,Williams,Stu,,Borger,,,,,
