source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
1956TSN,1955,Big State League,alford,B00469,Alford,Douglas,0,Harlingen,,B120
1956TSN,1955,Big State League,alford,F20023,Alford,,0,Harlingen,,1b26
1956TSN,1955,Big State League,alford,F21210,Alford,,0,Harlingen,,of93
1956TSN,1955,Big State League,alford,P10723,Alford,,0,Harlingen,,P8p
1956TSN,1955,Big State League,alonso,B02097,Alonso,Andres,0,Texas City,,B2
1956TSN,1955,Big State League,alonso,P10949,Alonso,,0,Texas City,,P2p
1956TSN,1955,Big State League,alvarez,B01321,Alvarez,Fidel,0,Port Arthur,,B81
1956TSN,1955,Big State League,alvarez,F20981,Alvarez,,0,Port Arthur,,of19
1956TSN,1955,Big State League,alvarez,F21718,Alvarez,,0,Port Arthur,,p46
1956TSN,1955,Big State League,alvarez,P10176,Alvarez,,0,Port Arthur,,P46p
1956TSN,1955,Big State League,anderson,B00255,Anderson,Donald,0,Tyler,,B17
1956TSN,1955,Big State League,avila,B01960,Avila,Jesus,0,Port Arthur,,B3
1956TSN,1955,Big State League,avila,P10818,Avila,,0,Port Arthur,,P3p
1956TSN,1955,Big State League,bache,B00324,Bache,Jose,0,Galveston,,B27
1956TSN,1955,Big State League,bache,F20279,Bache,,0,Galveston,,2b27
1956TSN,1955,Big State League,bagwell,B01181,Bagwell,William,1,Galveston,,
1956TSN,1955,Big State League,bagwell,B01181,Bagwell,William,2,Tyler,,
1956TSN,1955,Big State League,bagwell,B01181,Bagwell,William,3,Port Arthur,,
1956TSN,1955,Big State League,bagwell,B01181,Bagwell,William,T,,,B49
1956TSN,1955,Big State League,bagwell,F21771,Bagwell,,1,Galveston,,p
1956TSN,1955,Big State League,bagwell,F21771,Bagwell,,2,Tyler,,p
1956TSN,1955,Big State League,bagwell,F21771,Bagwell,,3,Port Arthur,,p
1956TSN,1955,Big State League,bagwell,F21771,Bagwell,,T,,,p36
1956TSN,1955,Big State League,bagwell,P10348,Bagwell,,1,Galveston,,p
1956TSN,1955,Big State League,bagwell,P10348,Bagwell,,2,Tyler,,p
1956TSN,1955,Big State League,bagwell,P10348,Bagwell,,3,Port Arthur,,p
1956TSN,1955,Big State League,bagwell,P10348,Bagwell,,T,,,P36p
1956TSN,1955,Big State League,bales,B00528,Bales,Jackie,0,Port Arthur,,B25
1956TSN,1955,Big State League,bales,F21343,Bales,,0,Port Arthur,,c19
1956TSN,1955,Big State League,barbee,B00985,Barbee,Quincy,0,Texas City,,B13
1956TSN,1955,Big State League,barbee,F20128,Barbee,,0,Texas City,,1b13
1956TSN,1955,Big State League,basso,B00092,Basso,James,1,Galveston,,
1956TSN,1955,Big State League,basso,B00092,Basso,James,2,Texas City,,
1956TSN,1955,Big State League,basso,B00092,Basso,James,T,,,B125
1956TSN,1955,Big State League,basso,F20962,Basso,,1,Galveston,,of
1956TSN,1955,Big State League,basso,F20962,Basso,,2,Texas City,,of
1956TSN,1955,Big State League,basso,F20962,Basso,,T,,,of121
1956TSN,1955,Big State League,beeler,B00076,Beeler,Joseph,1,Galveston,,
1956TSN,1955,Big State League,beeler,B00076,Beeler,Joseph,2,Port Arthur,,
1956TSN,1955,Big State League,beeler,B00076,Beeler,Joseph,T,,,B70
1956TSN,1955,Big State League,beeler,F20144,Beeler,,1,Galveston,,1b
1956TSN,1955,Big State League,beeler,F20144,Beeler,,2,Port Arthur,,1b
1956TSN,1955,Big State League,beeler,F20144,Beeler,,T,,,1b43
1956TSN,1955,Big State League,beeler,F20784,Beeler,,1,Galveston,,of
1956TSN,1955,Big State League,beeler,F20784,Beeler,,2,Port Arthur,,of
1956TSN,1955,Big State League,beeler,F20784,Beeler,,T,,,of11
1956TSN,1955,Big State League,beeler,M90107,Beeler,Joseph (Jodie),,Galveston,,
emilbb,1955,Big State League,beeler,M90946,Beeler,Jodie,,Galveston,,
1956TSN,1955,Big State League,beene,B02348,Beene,Charles,0,Waco,,B6
1956TSN,1955,Big State League,beene,P11166,Beene,,0,Waco,,P6p
1956TSN,1955,Big State League,bellotti,B00865,Bellotti,Carl,0,Port Arthur,,B132
1956TSN,1955,Big State League,bellotti,F20636,Bellotti,,0,Port Arthur,,ss130
1956TSN,1955,Big State League,bench,B01143,Bench,John,0,Texas City,,B18
1956TSN,1955,Big State League,bench,F21783,Bench,,0,Texas City,,p18
1956TSN,1955,Big State League,bench,P10231,Bench,,0,Texas City,,P18p
1956TSN,1955,Big State League,beran,B02357,Beran,Lee,0,Waco,,B4
1956TSN,1955,Big State League,beran,P11177,Beran,,0,Waco,,P4p
1956TSN,1955,Big State League,bettin,B01392,Bettin,Robert,0,Austin,,B12
1956TSN,1955,Big State League,bloomfield,B00210,Bloomfield,Jack,0,Harlingen,,B115
1956TSN,1955,Big State League,bloomfield,F20594,Bloomfield,,0,Harlingen,,3b16
1956TSN,1955,Big State League,bloomfield,F20713,Bloomfield,,0,Harlingen,,ss87
1956TSN,1955,Big State League,bloomfield,F21207,Bloomfield,,0,Harlingen,,of10
1956TSN,1955,Big State League,bohnslav,B02100,Bohnslav,Edward,0,Texas City,,B2
1956TSN,1955,Big State League,bohnslav,P10958,Bohnslav,,0,Texas City,,P2p
1956TSN,1955,Big State League,bonine,B01787,Bonine,Benjamin,0,Corpus Christi,,B4
1956TSN,1955,Big State League,bonine,P10606,Bonine,,0,Corpus Christi,,P4p
1956TSN,1955,Big State League,bowers,B01227,Bowers,Julio,0,Corpus Christi,,B19
1956TSN,1955,Big State League,bowers,F20189,Bowers,,0,Corpus Christi,,1b19
1956TSN,1955,Big State League,bradshaw,B01711,Bradshaw,Oliver,0,Austin,,B5
1956TSN,1955,Big State League,bradshaw,P10550,Bradshaw,,0,Austin,,P3p
1956TSN,1955,Big State League,branson,B02253,Branson,Fred,0,Tyler,,B1
1956TSN,1955,Big State League,branson,P11095,Branson,,0,Tyler,,P1p
1956TSN,1955,Big State League,brown-cc,B00059,Brown,Winston,0,Corpus Christi,,B14
1956TSN,1955,Big State League,brown-wac,B01093,Brown,John,0,Waco,,B15
1956TSN,1955,Big State League,brown-wac,F21957,Brown,,0,Waco,,p11
1956TSN,1955,Big State League,brown-wac,P10035,Brown,,0,Waco,,P11p
1956TSN,1955,Big State League,brown-cc,P10611,Brown,W.,0,Corpus Christi,,P7p
1956TSN,1955,Big State League,browning,B00182,Browning,Ted,1,Tyler,,
1956TSN,1955,Big State League,browning,B00182,Browning,Ted,2,Austin,,
1956TSN,1955,Big State League,browning,B00182,Browning,Ted,T,,,B115
1956TSN,1955,Big State League,browning,F20807,Browning,,1,Tyler,,of
1956TSN,1955,Big State League,browning,F20807,Browning,,2,Austin,,of
1956TSN,1955,Big State League,browning,F20807,Browning,,T,,,of115
1956TSN,1955,Big State League,bumgarner,B01415,Bumgarner,Jack,0,Port Arthur,,B38
1956TSN,1955,Big State League,bumgarner,F21667,Bumgarner,,0,Port Arthur,,p24
1956TSN,1955,Big State League,bumgarner,M90071,Bumgarner,Jack,,Port Arthur,19550707/,
1956TSN,1955,Big State League,bumgarner,P10192,Bumgarner,,0,Port Arthur,,P24p
emilbb,1955,Big State League,bumgarner,M90909,Bumgarner,Jack,,Port Arthur,,
1956TSN,1955,Big State League,burgess,B01345,Burgess,Larry,0,Corpus Christi,,B39
1956TSN,1955,Big State League,burgess,F21609,Burgess,,0,Corpus Christi,,p35
1956TSN,1955,Big State League,burgess,P10289,Burgess,,0,Corpus Christi,,P35p
1956TSN,1955,Big State League,butts,B00672,Butts,Thomas,0,Texas City,,B28
1956TSN,1955,Big State League,butts,F20737,Butts,,0,Texas City,,ss21
1956TSN,1955,Big State League,cabrera,B00232,Cabrera,Lorenzo,0,Port Arthur,,B65
1956TSN,1955,Big State League,cabrera,F20080,Cabrera,,0,Port Arthur,,1b65
1956TSN,1955,Big State League,calo,B00475,Calo,Frank,0,Port Arthur,,B110
1956TSN,1955,Big State League,calo,F21278,Calo,,0,Port Arthur,,c110
1956TSN,1955,Big State League,carden,B01108,Carden,Winfred,0,Waco,,B29
1956TSN,1955,Big State League,carden,F21638,Carden,,0,Waco,,p29
1956TSN,1955,Big State League,carden,P10062,Carden,,0,Waco,,P29p
1956TSN,1955,Big State League,carpenter,B00163,Carpenter,Keith,0,Harlingen,,B132
1956TSN,1955,Big State League,carpenter,F20038,Carpenter,,0,Harlingen,,1b132
1956TSN,1955,Big State League,carpenter,P10738,Carpenter,,0,Harlingen,,P2p
1956TSN,1955,Big State League,carroll,B00879,Carroll,Donald,1,Galveston,,
1956TSN,1955,Big State League,carroll,B00879,Carroll,Donald,2,Texas City,,
1956TSN,1955,Big State League,carroll,B00879,Carroll,Donald,T,,,B136
1956TSN,1955,Big State League,carroll,F20700,Carroll,,1,Galveston,,ss
1956TSN,1955,Big State League,carroll,F20700,Carroll,,2,Texas City,,ss
1956TSN,1955,Big State League,carroll,F20700,Carroll,,T,,,ss136
1956TSN,1955,Big State League,carter,B02266,Carter,Wayne,0,Tyler,,B5
1956TSN,1955,Big State League,charles-cc,B00101,Charles,Edwin,0,Corpus Christi,,B141
1956TSN,1955,Big State League,charles-tyl,B00904,Charles,Herman,0,Tyler,,B72
1956TSN,1955,Big State League,charles-tc,B02113,Charles,John,0,Texas City,,B2
1956TSN,1955,Big State League,charles-cc,F20342,Charles,,0,Corpus Christi,,2b118
1956TSN,1955,Big State League,charles-tyl,F20430,Charles,,0,Tyler,,3b72
1956TSN,1955,Big State League,charles-cc,F20768,Charles,,0,Corpus Christi,,ss26
1956TSN,1955,Big State League,charles-tyl,P11102,Charles,H.,0,Tyler,,P1p
1956TSN,1955,Big State League,chenard,B01971,Chenard,Gonzalo,0,Port Arthur,,B2
1956TSN,1955,Big State League,christian,B00293,Christian,Joseph,0,Corpus Christi,,B114
1956TSN,1955,Big State League,christian,F20893,Christian,,0,Corpus Christi,,of113
1956TSN,1955,Big State League,colo,B02277,Colo,Victor,0,Tyler,,B4
1956TSN,1955,Big State League,conine,B01514,Conine,Edward,1,Galveston,,
1956TSN,1955,Big State League,conine,B01514,Conine,Edward,2,Texas City,,
1956TSN,1955,Big State League,conine,B01514,Conine,Edward,T,,,B38
1956TSN,1955,Big State League,conine,F20206,Conine,,1,Galveston,,2b
1956TSN,1955,Big State League,conine,F20206,Conine,,2,Texas City,,2b
1956TSN,1955,Big State League,conine,F20206,Conine,,T,,,2b11
1956TSN,1955,Big State League,contreras,B02121,Contreras,Roque,0,Texas City,,B1
1956TSN,1955,Big State League,contreras,P10963,Contreras,,0,Texas City,,P1p
1956TSN,1955,Big State League,cortes,B00196,Cortes,Herman,0,Waco,,B141
