source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
minoraverages/emilbb,1955,Northern League,,M92117,Crandall,James,,Duluth,,
minoraverages/emilbb,1955,Northern League,,M92149,Fletcher,Ray,,Grand Forks,,
minoraverages/emilbb,1955,Northern League,,M92045,Fox,Charlie,,St. Cloud,,
minoraverages/emilbb,1955,Northern League,,M92125,Hopp,Johnny,,Grand Forks,,
minoraverages/emilbb,1955,Northern League,,M92037,Just,Joe,,Eau Claire,,
minoraverages/emilbb,1955,Northern League,,M92068,Krueger,Bill,,Aberdeen,,
minoraverages/emilbb,1955,Northern League,,M92059,Kubski,Al,,Winnipeg,,
minoraverages/emilbb,1955,Northern League,,M92130,McDermott,Joe,,Grand Forks,,
minoraverages/emilbb,1955,Northern League,,M92092,Novick,Walt,,Superior,,
minoraverages/emilbb,1955,Northern League,,M92084,O'Dea,Paul,,Fargo-Moorhead,,
minoraverages/emilbb,1955,Northern League,,M92076,Seghi,Phil,,Fargo-Moorhead,,
minoraverages/emilbb,1955,Northern League,,M92101,Treadway,"Leon ""Red""",,Duluth,,
