source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1967,Mexican Center League,,M90881,Aldama,Leonel,,Zacatecas,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90843,Arioas,Mario,,Leon,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90897,Ayala,Humberto,,Tampico,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90938,Bankhead,Dan,,Aguascalientes,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90914,Estrada,Manuel,,Tampico,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90870,Manzo,Marco,,Fresnillo,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90946,Moreno,Nazario,,Aguascalientes,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90909,Perez,Eusebio,,Tampico,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90856,Robles,Jesus,,Saltillo,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90862,Rodriguez,Hector,,Saltillo,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90923,Santana,Domingo,,Guanajuato,,,,,
minoraverages/emilbb,1967,Mexican Center League,,M90951,Torres,Epitacio,,Durango,,,,,
