source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
palmer,1984,American Association,abbott,ABBW0184,Abbott,Glenn,,Evansville,,,,,
palmer,1984,American Association,abrego,ABRJ0184,Abrego,Johnny,,Iowa,,,,,
palmer,1984,American Association,adduci,ADDJ0184,Adduci,Jim,,Louisville,,,,,
palmer,1984,American Association,allen,ALLR0184,Allen,Rod,,Evansville,,,,,
palmer,1984,American Association,altamirano,ALTP0184,Altamirano,Porfi,,Iowa,,,,,
palmer,1984,American Association,alvarez,ALVE0184,Alvarez,Mike,,Omaha,,,,,
palmer,1984,American Association,anderson,ANDJ0384,Anderson,Jim,,Oklahoma City,,,,,
palmer,1984,American Association,arroyo,ARRF0184,Arroyo,Fernando,,Denver,,,,,
palmer,1984,American Association,augustine,AUGG0184,Augustine,Jerry,,Iowa,,,,,
palmer,1984,American Association,augustine,AUGG0184,Augustine,Jerry,,Louisville,,,,,
palmer,1984,American Association,ayer,AYEJ0284,Ayer,Jack,,Louisville,,,,,
palmer,1984,American Association,babitt,BABM0184,Babitt,Shooty,,Indianapolis,,,,,
palmer,1984,American Association,bailey,BAIH0184,Bailey,Howard,,Evansville,,,,,
palmer,1984,American Association,baker-eva,BAKD0184,Baker,Doug,,Evansville,,,,,
palmer,1984,American Association,baker-ind,BAKK0284,Baker,Kenny,,Indianapolis,,,,,
palmer,1984,American Association,baker-iow,BAKR0184,Baker,Ricky,,Iowa,,,,,
palmer,1984,American Association,baker-lou,BAKS0184,Baker,Steve,,Louisville,,,,,
palmer,1984,American Association,banks,BAND0184,Banks,Darryl,,Iowa,,,,,
palmer,1984,American Association,bargar,BARG0584,Bargar,Greg,,Indianapolis,,,,,
palmer,1984,American Association,barnes,BARW0184,Barnes,Skeeter,,Wichita,,,,,
palmer,1984,American Association,barojas,BARS0484,Barojas,Salome,,Denver,,,,,
palmer,1984,American Association,barranca,BARG0484,Barranca,German,,Oklahoma City,,,,,
palmer,1984,American Association,benton,BENA0184,Benton,Butch,,Evansville,,,,,
palmer,1984,American Association,biancalana,BIAR0184,Biancalana,Buddy,,Omaha,,,,,
palmer,1984,American Association,bibby,BIBJ0184,Bibby,Jim,,Louisville,,,,,
palmer,1984,American Association,biercevicz,BIEG0184,Biercevicz,Greg,,Denver,,,,,
palmer,1984,American Association,bilardello,BILD0184,Bilardello,Dann,,Wichita,,,,,
palmer,1984,American Association,bjorkman,BJOG0184,Bjorkman,George,,Indianapolis,,,,,
palmer,1984,American Association,bogener,BOGT0284,Bogener,Terry,,Wichita,,,,,
palmer,1984,American Association,boggs,BOGT0184,Boggs,Tommy,,Oklahoma City,,,,,
palmer,1984,American Association,booker,BOOR0184,Booker,Rod,,Louisville,,,,,
palmer,1984,American Association,bosley,BOST0184,Bosley,Thad,,Iowa,,,,,
palmer,1984,American Association,boston,BOSD0184,Boston,Daryl,,Denver,,,,,
palmer,1984,American Association,botelho,BOTD0184,Botelho,Derek,,Iowa,,,,,
palmer,1984,American Association,brennan,BRET0184,Brennan,Tom,,Denver,,,,,
palmer,1984,American Association,brewer,BREM0184,Brewer,Mike,,Omaha,,,,,
palmer,1984,American Association,brooks,BROF0284,Brooks,Trey,,Iowa,,,,,
palmer,1984,American Association,brower,BROR0184,Brower,Bob,,Oklahoma City,,,,,
palmer,1984,American Association,brown-oma,BROJ0184,Brown,Jeff,,Omaha,,,,,
palmer,1984,American Association,brown-den,BROJ0384,Brown,J.B.,,Denver,,,,,
palmer,1984,American Association,browning,BROT0184,Browning,Tom,,Wichita,,,,,
palmer,1984,American Association,brummer,BRUG0184,Brummer,Glenn,,Louisville,,,,,
palmer,1984,American Association,brunenkant,BRUB0184,Brunenkant,Barry,,Oklahoma City,,,,,
palmer,1984,American Association,buchanan,BUCR0184,Buchanan,Bob,,Wichita,,,,,
palmer,1984,American Association,buckley,BUCK0184,Buckley,Kevin,,Oklahoma City,,,,,
palmer,1984,American Association,buechele,BUES0184,Buechele,Steve,,Oklahoma City,,,,,
minoraverages/emilbb,1984,American Association,burgess,M90083,Burgess,Tom,,Oklahoma City,,,,,
palmer,1984,American Association,burke,BURT0284,Burke,Tim,,Indianapolis,,,,,
palmer,1984,American Association,burns,BURR0384,Burns,Britt,,Denver,,,,,
palmer,1984,American Association,butera,BUTS0184,Butera,Sal,,Indianapolis,,,,,
palmer,1984,American Association,canady,CANC0384,Canady,Chuckie,,Oklahoma City,,,,,
palmer,1984,American Association,capra,CAPN0184,Capra,Nick,,Oklahoma City,,,,,
palmer,1984,American Association,carter,CARJ0384,Carter,Joe,,Iowa,,,,,
palmer,1984,American Association,castro,CASJ0384,Castro,Jose,,Denver,,,,,
palmer,1984,American Association,cates,CATT0184,Cates,Tim,,Indianapolis,,,,,
palmer,1984,American Association,cato,CATJ0184,Cato,Keefe,,Wichita,,,,,
palmer,1984,American Association,chavez,CHAP0184,Chavez,Pedro,,Evansville,,,,,
palmer,1984,American Association,christmas,CHRS0184,Christmas,Steve,,Denver,,,,,
palmer,1984,American Association,citarella,CITR0184,Citarella,Ralph,,Louisville,,,,,
palmer,1984,American Association,clark-okc,CLAR0184,Clark,Rob,,Oklahoma City,,,,,
palmer,1984,American Association,clark-lou,CLAT0284,Clark,Terry,,Louisville,,,,,
palmer,1984,American Association,clements,CLED0184,Clements,Dave,,Louisville,,,,,
palmer,1984,American Association,coleman,COLV0184,Coleman,Vince,,Louisville,,,,,
palmer,1984,American Association,conner,CONJ0284,Conner,Jeff,,Evansville,,,,,
palmer,1984,American Association,cook,COOG0284,Cook,Glen,,Oklahoma City,,,,,
palmer,1984,American Association,cotto,COTH0184,Cotto,Henry,,Iowa,,,,,
palmer,1984,American Association,cox,COXD0184,Cox,Danny,,Louisville,,,,,
palmer,1984,American Association,creel,CRES0284,Creel,Keith,,Omaha,,,,,
palmer,1984,American Association,cruz,CRUV0184,Cruz,Victor,,Oklahoma City,,,,,
palmer,1984,American Association,dacko,DACM0184,Dacko,Mark,,Evansville,,,,,
palmer,1984,American Association,davis-wic,DAVE0184,Davis,Eric,,Wichita,,,,,
palmer,1984,American Association,davis-oma,DAVW0184,Davis,Butch,,Omaha,,,,,
palmer,1984,American Association,dayley,DAYK0184,Dayley,Ken,,Louisville,,,,,
palmer,1984,American Association,desa,DESJ0284,DeSa,Joe,,Denver,,,,,
palmer,1984,American Association,dilks,DILD0284,Dilks,Darren,,Indianapolis,,,,,
palmer,1984,American Association,dunbar,DUNT0184,Dunbar,Tom,,Oklahoma City,,,,,
palmer,1984,American Association,dunston,DUNS0184,Dunston,Shawon,,Iowa,,,,,
minoraverages/emilbb,1984,American Association,dusan,M90060,Dusan,Gene,,Wichita,,,,,
palmer,1984,American Association,earl,EARW0184,Earl,Scott,,Evansville,,,,,
palmer,1984,American Association,earley,EARW0284,Earley,Bill,,Iowa,,,,,
palmer,1984,American Association,eaton,EATC0184,Eaton,Craig,,Indianapolis,,,,,
palmer,1984,American Association,erickson,ERIR0184,Erickson,Roger,,Evansville,,,,,
palmer,1984,American Association,faedo,FAEL0184,Faedo,Lenny,,Evansville,,,,,
palmer,1984,American Association,faedo,FAEL0184,Faedo,Lenny,,Oklahoma City,,,,,
palmer,1984,American Association,fallon,FALR0284,Fallon,Bob,,Denver,,,,,
palmer,1984,American Association,ferreira,FERA0184,Ferreira,Tony,,Omaha,,,,,
palmer,1984,American Association,filer,FILT0184,Filer,Tom,,Iowa,,,,,
palmer,1984,American Association,ford,FORC0184,Ford,Curt,,Louisville,,,,,
palmer,1984,American Association,fossas,FOSE0184,Fossas,Tony,,Oklahoma City,,,,,
palmer,1984,American Association,foussianes,FOUG0184,Foussianes,George,,Evansville,,,,,
palmer,1984,American Association,franco,FRAJ0584,Franco,John,,Wichita,,,,,
minoraverages/emilbb,1984,American Association,fregosi,M90052,Fregosi,Jim,,Louisville,,,,,
palmer,1984,American Association,fuentes,FUEM0184,Fuentes,Mike,,Indianapolis,,,,,
palmer,1984,American Association,garcia,GARL0184,Garcia,Leo,,Wichita,,,,,
minoraverages/emilbb,1984,American Association,garrett,M90047,Garrett,Adrian,,Denver,,,,,
palmer,1984,American Association,gates,GATM0184,Gates,Mike,,Indianapolis,,,,,
palmer,1984,American Association,geren,GERR0284,Geren,Bob,,Louisville,,,,,
minoraverages/emilbb,1984,American Association,gerhardt,M90094,Gerhardt,Rusty,,Oklahoma City,,,,,
palmer,1984,American Association,gil,GILC0184,Gil,Carlos,,Iowa,,,,,
palmer,1984,American Association,gilbert,GILM0484,Gilbert,Mark,,Wichita,,,,,
palmer,1984,American Association,gleaton,GLEJ0284,Gleaton,Jerry Don,,Denver,,,,,
palmer,1984,American Association,glynn,GLYE0284,Glynn,Gene,,Indianapolis,,,,,
palmer,1984,American Association,gonzales,GONR0284,Gonzales,Rene,,Indianapolis,,,,,
palmer,1984,American Association,grant,GRAT0384,Grant,Tom,,Iowa,,,,,
palmer,1984,American Association,grapenthin,GRAR0384,Grapenthin,Rick,,Indianapolis,,,,,
palmer,1984,American Association,griffin,GRIM0184,Griffin,Mike,,Oklahoma City,,,,,
palmer,1984,American Association,gulliver,GULG0184,Gulliver,Glenn,,Louisville,,,,,
palmer,1984,American Association,gumpert,GUMD0184,Gumpert,Dave,,Evansville,,,,,
palmer,1984,American Association,hagen,HAGK0184,Hagen,Kevin,,Louisville,,,,,
palmer,1984,American Association,hammond,HAMS0184,Hammond,Steve,,Omaha,,,,,
palmer,1984,American Association,hargesheimer,HARA0384,Hargesheimer,Alan,,Omaha,,,,,
palmer,1984,American Association,harris-ind,HARG0384,Harris,Greg,,Indianapolis,,,,,
palmer,1984,American Association,harris-eva,HARJ0284,Harris,John,,Evansville,,,,,
palmer,1984,American Association,harris-lou,HARV0184,Harris,Vic,,Louisville,,,,,
palmer,1984,American Association,hassler,HASA0184,Hassler,Andy,,Louisville,,,,,
palmer,1984,American Association,hatcher,HATW0184,Hatcher,Billy,,Iowa,,,,,
palmer,1984,American Association,hayes,HAYW0184,Hayes,Bill,,Iowa,,,,,
palmer,1984,American Association,heidenreich,HEIC0284,Heidenreich,Curt,,Wichita,,,,,
palmer,1984,American Association,heinkel,HEID0184,Heinkel,Don,,Evansville,,,,,
palmer,1984,American Association,henke,HENT0284,Henke,Tom,,Oklahoma City,,,,,
palmer,1984,American Association,hesketh,HESJ0284,Hesketh,Joe,,Indianapolis,,,,,
palmer,1984,American Association,hickey,HICK0184,Hickey,Kevin,,Denver,,,,,
palmer,1984,American Association,hicks,HICJ0184,Hicks,Joe,,Iowa,,,,,
palmer,1984,American Association,hoffman,HOFG0184,Hoffman,Guy,,Denver,,,,,
palmer,1984,American Association,hostetler,HOSD0184,Hostetler,Dave,,Oklahoma City,,,,,
palmer,1984,American Association,householder,HOUP0184,Householder,Paul,,Wichita,,,,,
palmer,1984,American Association,huismann,HUIM0184,Huismann,Mark,,Omaha,,,,,
palmer,1984,American Association,hulett,HULT0184,Hulett,Tim,,Denver,,,,,
palmer,1984,American Association,hyman,HYMD0184,Hyman,Don,,Iowa,,,,,
palmer,1984,American Association,jackson,JACD0184,Jackson,Danny,,Omaha,,,,,
palmer,1984,American Association,jirschele,JIRM0184,Jirschele,Mike,,Oklahoma City,,,,,
palmer,1984,American Association,johnson-den,JOHC0184,Johnson,Chuck,,Denver,,,,,
palmer,1984,American Association,jonhson-lou,JOHJ0884,Johnson,Jerry,,Louisville,,,,,
palmer,1984,American Association,johnson.ron-ind,JOHR0484,Johnson,Ron,,Indianapolis,,,,,
palmer,1984,American Association,johnson-oma,JOHR0584,Johnson,Rondin,,Omaha,,,,,
palmer,1984,American Association,johnson.roy-ind,JOHR0784,Johnson,Roy,,Indianapolis,,,,,
palmer,1984,American Association,johnson-iow,JOHW0184,Johnson,Bill,,Iowa,,,,,
palmer,1984,American Association,johnson.w-ind,JOHW0284,Johnson,Wallace,,Indianapolis,,,,,
palmer,1984,American Association,jones-den,JONA0284,Jones,Al,,Denver,,,,,
palmer,1984,American Association,jones.l-oma,JONL0284,Jones,Lynn,,Omaha,,,,,
palmer,1984,American Association,jones.m-oma,JONM0384,Jones,Mike,,Omaha,,,,,
palmer,1984,American Association,jones-eva,JONR0384,Jones,Ruppert,,Evansville,,,,,
palmer,1984,American Association,kable,KABD0184,Kable,David,,Louisville,,,,,
palmer,1984,American Association,karkovice,KARR0184,Karkovice,Ron,,Denver,,,,,
palmer,1984,American Association,kaufman,KAUR0184,Kaufman,Ron,,Iowa,,,,,
palmer,1984,American Association,keener,KEEJ0184,Keener,Jeff,,Louisville,,,,,
palmer,1984,American Association,keeton,KEER0184,Keeton,Buster,,Omaha,,,,,
palmer,1984,American Association,kepshire,KEPK0184,Kepshire,Kurt,,Louisville,,,,,
palmer,1984,American Association,kinnunen,KINM0484,Kinnunen,Mike,,Indianapolis,,,,,
palmer,1984,American Association,kneuer,KNEF0184,Kneuer,Frank,,Oklahoma City,,,,,
palmer,1984,American Association,knicely,KNIA0184,Knicely,Alan,,Wichita,,,,,
palmer,1984,American Association,krenchicki,KREW0184,Krenchicki,Wayne,,Wichita,,,,,
palmer,1984,American Association,kuntz,KUNR0184,Kuntz,Rusty,,Evansville,,,,,
palmer,1984,American Association,lachowicz,LACA0184,Lachowicz,Al,,Oklahoma City,,,,,
palmer,1984,American Association,laga,LAGM0184,Laga,Mike,,Evansville,,,,,
minoraverages/emilbb,1984,American Association,lamont,M90107,Lamont,Gene,,Omaha,,,,,
palmer,1984,American Association,landrum,LANT0184,Landrum,Bill,,Wichita,,,,,
palmer,1984,American Association,larkin,LARP0184,Larkin,Pat,,Evansville,,,,,
palmer,1984,American Association,larson,LARD0284,Larson,Dan,,Oklahoma City,,,,,
minoraverages/emilbb,1984,American Association,law,M90039,Law,Vern,,Denver,,,,,
palmer,1984,American Association,lawless,LAWT0184,Lawless,Tom,,Wichita,,,,,
palmer,1984,American Association,lawless,LAWT0184,Lawless,Tom,,Indianapolis,,,,,
palmer,1984,American Association,leeper,LEED0184,Leeper,Dave,,Omaha,,,,,
palmer,1984,American Association,leibrandt,LEIC0184,Leibrandt,Charlie,,Omaha,,,,,
palmer,1984,American Association,lesley,LESB0184,Lesley,Brad,,Wichita,,,,,
palmer,1984,American Association,little,LITR0284,Little,Bryan,,Indianapolis,,,,,
palmer,1984,American Association,lombarski,LOMT0184,Lombarski,Tom,,Iowa,,,,,
palmer,1984,American Association,lopez,LOPJ0284,Lopez,Juan,,Evansville,,,,,
palmer,1984,American Association,loucks,LOUS0284,Loucks,Scott,,Indianapolis,,,,,
palmer,1984,American Association,lowery,LOWE0184,Lowery,Ed,,Omaha,,,,,
palmer,1984,American Association,lowry,LOWD0184,Lowry,Dwight,,Evansville,,,,,
palmer,1984,American Association,lozado,LOZW0184,Lozado,Willie,,Denver,,,,,
palmer,1984,American Association,lyons,LYOW0184,Lyons,Bill,,Louisville,,,,,
minoraverages/emilbb,1984,American Association,mackenzie,M90071,MacKenzie,Gordy,,Evansville,,,,,
palmer,1984,American Association,mackanin,MACP0184,Mackanin,Pete,,Iowa,,,,,
palmer,1984,American Association,mahler,MAHM0184,Mahler,Mickey,,Louisville,,,,,
palmer,1984,American Association,manuel,MANJ0384,Manuel,Jerry,,Denver,,,,,
palmer,1984,American Association,martin,MARJ0984,Martin,John,,Evansville,,,,,
palmer,1984,American Association,martinez,MARA0284,Martinez,Art,,Omaha,,,,,
palmer,1984,American Association,mason,MASR0184,Mason,Roger,,Evansville,,,,,
palmer,1984,American Association,mcbride,MCBA0184,McBride,Bake,,Oklahoma City,,,,,
palmer,1984,American Association,mcclendon,MCCL0284,McCLendon,Lloyd,,Wichita,,,,,
palmer,1984,American Association,mclaughlin,MCLJ0284,McLAughlin,Joey,,Oklahoma City,,,,,
palmer,1984,American Association,mejia,MEJO0184,Mejia,Oscar,,Oklahoma City,,,,,
palmer,1984,American Association,melvin,MELR0184,Melvin,Bob,,Evansville,,,,,
palmer,1984,American Association,mengwasser,MENB0184,Mengwasser,Brad,,Oklahoma City,,,,,
palmer,1984,American Association,meridith,MERR0184,Meridith,Ron,,Iowa,,,,,
palmer,1984,American Association,mesa,MESI0184,Mesa,Bambi,,Denver,,,,,
palmer,1984,American Association,miley,MILD0284,Miley,Dave,,Wichita,,,,,
palmer,1984,American Association,miller,MILD0484,Miller,Dyar,,Louisville,,,,,
