source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1946TSN,1945,Southern Association,,B02168,Abernathy,Talmadge,0,Memphis,,,26,,
minoraverages/1946TSN,1945,Southern Association,,F21760,Abernathy,,0,Memphis,,,,,p26
minoraverages/1946TSN,1945,Southern Association,,P10192,Abernathy,,0,Memphis,,,,26,p
minoraverages/1946TSN,1945,Southern Association,,P11784,Abernathy,,0,Memphis,,,,,p
minoraverages/1946TSN,1945,Southern Association,,B01300,Accardo,Thomas,0,Nashville,,,12,,
minoraverages/1946TSN,1945,Southern Association,,F20612,Accardo,,0,Nashville,,,,,3b11
minoraverages/1946TSN,1945,Southern Association,,B02429,Adkins,Wm. R.,0,Little Rock,,,9,,
minoraverages/1946TSN,1945,Southern Association,,B01384,Aloma,Luis,0,Chattanooga,,,32,,
minoraverages/1946TSN,1945,Southern Association,,F21739,Aloma,,0,Chattanooga,,,,,p31
minoraverages/1946TSN,1945,Southern Association,,P10100,Aloma,,0,Chattanooga,,,,31,p
minoraverages/1946TSN,1945,Southern Association,,P11612,Aloma,,0,Chattanooga,,,,,p
minoraverages/1946TSN,1945,Southern Association,,B00646,Arteaga,Virginio,0,Little Rock,,,98,,
minoraverages/1946TSN,1945,Southern Association,,F20144,Arteaga,,0,Little Rock,,,,,1b87
minoraverages/1946TSN,1945,Southern Association,,B00442,Astbury,Thomas,0,New Orleans,,,136,,
minoraverages/1946TSN,1945,Southern Association,,F21229,Astbury,,0,New Orleans,,,,,of136
minoraverages/1946TSN,1945,Southern Association,,B01595,Atkinson,John,0,Birmingham,,,36,,
minoraverages/1946TSN,1945,Southern Association,,F21544,Atkinson,,0,Birmingham,,,,,p14
minoraverages/1946TSN,1945,Southern Association,,P10633,Atkinson,,0,Birmingham,,,,14,p
minoraverages/1946TSN,1945,Southern Association,,B01415,Austin,Victor,0,Little Rock,,,31,,
minoraverages/1946TSN,1945,Southern Association,,F20924,Austin,,0,Little Rock,,,,,ss24
minoraverages/1946TSN,1945,Southern Association,,B02963,Baker,Jake,0,Mobile,,,6,,
minoraverages/1946TSN,1945,Southern Association,,P11102,Baker,Jake,0,Mobile,,,,6,p
minoraverages/1946TSN,1945,Southern Association,,B01971,Balser,Ernest,0,Nashville,,,25,,
minoraverages/1946TSN,1945,Southern Association,,F21577,Balser,,0,Nashville,,,,,p18
minoraverages/1946TSN,1945,Southern Association,,P10622,Balser,,0,Nashville,,,,18,p
minoraverages/1946TSN,1945,Southern Association,,P12118,Balser,,0,Nashville,,,,,p
minoraverages/1946TSN,1945,Southern Association,,B00879,Barbary,Odell,1,Little Rock,,,47,,
minoraverages/1946TSN,1945,Southern Association,,B00879,Barbary,Odell,2,New Orleans,,,27,,
minoraverages/1946TSN,1945,Southern Association,,B00879,Barbary,Odell,T,,,,74,,
minoraverages/1946TSN,1945,Southern Association,,F22378,Barbary,,1,Little Rock,,,,,c
minoraverages/1946TSN,1945,Southern Association,,F22378,Barbary,,2,New Orleans,,,,,c
minoraverages/1946TSN,1945,Southern Association,,F22378,Barbary,,T,,,,,,c58
minoraverages/1946TSN,1945,Southern Association,,B02228,Bellinger,Glen,0,Little Rock,,,25,,
minoraverages/1946TSN,1945,Southern Association,,F22142,Bellinger,,0,Little Rock,,,,,p25
minoraverages/1946TSN,1945,Southern Association,,P10441,Bellinger,,0,Little Rock,,,,25,p
minoraverages/1946TSN,1945,Southern Association,,P11935,Bellinger,,0,Little Rock,,,,,p
minoraverages/1946TSN,1945,Southern Association,,B00948,Benning,William,0,Mobile,,,128,,
minoraverages/1946TSN,1945,Southern Association,,F20222,Benning,,0,Mobile,,,,,2b45
minoraverages/1946TSN,1945,Southern Association,,F20539,Benning,,0,Mobile,,,,,3b80
minoraverages/1946TSN,1945,Southern Association,,B01617,Biggs,Fred,0,Memphis,,,25,,
minoraverages/1946TSN,1945,Southern Association,,F21614,Biggs,,0,Memphis,,,,,p23
minoraverages/1946TSN,1945,Southern Association,,P10035,Biggs,,0,Memphis,,,,23,p
minoraverages/1946TSN,1945,Southern Association,,P11685,Biggs,,0,Memphis,,,,,p
minoraverages/1946TSN,1945,Southern Association,,B01359,Boger,Hoyle,0,Little Rock,,,93,,
minoraverages/1946TSN,1945,Southern Association,,F22272,Boger,,0,Little Rock,,,,,c85
minoraverages/1946TSN,1945,Southern Association,,B01523,Boken,Robert,0,Memphis,,,10,,
minoraverages/1946TSN,1945,Southern Association,,F20401,Boken,,0,Memphis,,,,,2b10
minoraverages/1946TSN,1945,Southern Association,,B00163,Bradley,George,0,Memphis,,,93,,
minoraverages/1946TSN,1945,Southern Association,,F20115,Bradley,,0,Memphis,,,,,1b21
minoraverages/1946TSN,1945,Southern Association,,F21059,Bradley,,0,Memphis,,,,,of73
minoraverages/1946TSN,1945,Southern Association,,B01820,Brewer,Orbie,0,Nashville,,,19,,
minoraverages/1946TSN,1945,Southern Association,,F20943,Brewer,,0,Nashville,,,,,of19
minoraverages/1946TSN,1945,Southern Association,,B00092,Brewster,Charles,0,Nashville,,,61,,
minoraverages/1946TSN,1945,Southern Association,,F20721,Brewster,,0,Nashville,,,,,ss61
minoraverages/1946TSN,1945,Southern Association,,B01007,Briede,Albert,0,New Orleans,,,28,,
minoraverages/1946TSN,1945,Southern Association,,F21985,Briede,,0,New Orleans,,,,,p23
minoraverages/1946TSN,1945,Southern Association,,P10606,Briede,,0,New Orleans,,,,23,p
minoraverages/1946TSN,1945,Southern Association,,B02253,Briggs,William,0,Memphis,,,10,,
minoraverages/1946TSN,1945,Southern Association,,F22134,Briggs,,0,Memphis,,,,,p10
minoraverages/1946TSN,1945,Southern Association,,P10930,Briggs,William,0,Memphis,,,,10,p
