source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
1950TSN,1949,Georgia State League,acree,B00232,Acree,John T.,0,Sparta,,B15
1950TSN,1949,Georgia State League,,F21101,Acree,,0,Sparta,,of15
1950TSN,1949,Georgia State League,alrick,B00101,Alrick,Edward,1,Vidalia-Lyons,,
1950TSN,1949,Georgia State League,alrick,B00101,Alrick,Edward,2,Sparta,,
1950TSN,1949,Georgia State League,alrick,B00101,Alrick,Edward,T,,,B13
1950TSN,1949,Georgia State League,alrick,P10622,Alrick,,1,Vidalia-Lyons,,p
1950TSN,1949,Georgia State League,alrick,P10622,Alrick,,2,Sparta,,p
1950TSN,1949,Georgia State League,alrick,P10622,Alrick,,T,,,P13p
1950TSN,1949,Georgia State League,alvares,B00973,Alvares,Romon L.,0,Fitzgerald,,B38
1950TSN,1949,Georgia State League,alvares,F20072,Alvares,,0,Fitzgerald,,1b39
1950TSN,1949,Georgia State League,anderson-tif,B01595,Anderson,William,0,Tifton,,B11
1950TSN,1949,Georgia State League,anderson-fit,B01733,Anderson,Walter,0,Fitzgerald,,B13
1950TSN,1949,Georgia State League,,F21362,Anderson,,0,Tifton,,p11
1950TSN,1949,Georgia State League,,F21726,Anderson,,0,Fitzgerald,,p13
1950TSN,1949,Georgia State League,anderson-tif,P10253,Anderson,Wm.,0,Tifton,,P11p
1950TSN,1949,Georgia State League,anderson-fit,P10336,Anderson,Walter,1,Fitzgerald,,p
1950TSN,1949,Georgia State League,anderson-fit,P10336,Anderson,Walter,2,Sparta,,p
1950TSN,1949,Georgia State League,anderson-fit,P10336,Anderson,Walter,T,,,P11p
1950TSN,1949,Georgia State League,baker-dou,B00695,Baker,Roy E.,0,Douglas,,B75
1950TSN,1949,Georgia State League,,F20583,Baker,,0,Douglas,,3b75
1950TSN,1949,Georgia State League,baker-hb,M90132,Baker,Ray,,Hazlehurst-Baxley,19490709/,
emilbb,1949,Georgia State League,,M94351,Baker,Ray,,Hazlehurst-Baxley,,
1950TSN,1949,Georgia State League,banas,B00948,Banas,George A.,0,Hazlehurst-Baxley,,B68
1950TSN,1949,Georgia State League,,F20935,Banas,,0,Hazlehurst-Baxley,,of68
1950TSN,1949,Georgia State League,bandini,B00037,Bandini,Philip,0,Hazlehurst-Baxley,,B11
