source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1948,Georgia State League,,M94338,Barnes,Bill,,Douglas,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94263,Bottoms,Woodrow,,Sparta,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94314,Cain,Merritt,,Vidalia-Lyons,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94323,Connell,Truman,,Vidalia-Lyons,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94296,Farrar,Charles,,Eastman,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94282,Good,Wilbur Jr.,,Fitzgerald,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94346,Humphries,John,,Douglas,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94274,Metheny,Bud,,Baxley,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94309,Pare,John,,Eastman,,,,,
minoraverages/emilbb,1948,Georgia State League,,M94351,Ray,Emil,,Douglas,,,,,
