source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1948,Provincial League,,M96320,Bezemes,Johnny,,Drummondville,,,,,
minoraverages/emilbb,1948,Provincial League,,M96361,Crimmins,Joe,,Farnham,,,,,
minoraverages/emilbb,1948,Provincial League,,M96290,Estalella,Bobby,,St. Jean,,,,,
minoraverages/emilbb,1948,Provincial League,,M96348,Foreys,Lou,,Farnham,,,,,
minoraverages/emilbb,1948,Provincial League,,M96277,Gladu,Roland,,Sherbrooke,,,,,
minoraverages/emilbb,1948,Provincial League,,M96304,Martin,Paul,,St. Hyacinthe,,,,,
minoraverages/emilbb,1948,Provincial League,,M96266,Oliver,Gene,,Sherbrooke,,,,,
minoraverages/emilbb,1948,Provincial League,,M96357,Pope,Dave,,Farnham,,,,,
minoraverages/emilbb,1948,Provincial League,,M96312,Prouix,Armand,,Granby,,,,,
minoraverages/emilbb,1948,Provincial League,,M96289,Roy,Jean-Pierre,,St. Jean,,,,,
minoraverages/emilbb,1948,Provincial League,,M96336,Tuminelli,Joe,,Drummondville,,,,,
