source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
minoraverages/emilbb,1989,Midwest League,,M91221,Bodie,Keith,,Clinton,,
minoraverages/emilbb,1989,Midwest League,,M91136,Jones,Tommy,,Wausau,,
minoraverages/emilbb,1989,Midwest League,,M91148,Liddle,Steve,,Kenosha,,
minoraverages/emilbb,1989,Midwest League,,M91173,Miley,Dave,,Cedar Rapids,,
minoraverages/emilbb,1989,Midwest League,,M91185,Mills,Brad,,Peoria,,
minoraverages/emilbb,1989,Midwest League,,M91237,Moreno,Jaime,,Waterloo,,
minoraverages/emilbb,1989,Midwest League,,M91161,Nettles,Jim,,Madison,,
minoraverages/emilbb,1989,Midwest League,,M91104,Patterson,Rick,,South Bend,,
minoraverages/emilbb,1989,Midwest League,,M91120,Poldberg,Brian,,Appleton,,
minoraverages/emilbb,1989,Midwest League,,M91112,Quade,Mike,,Rockford,,
minoraverages/emilbb,1989,Midwest League,,M91199,Radison,Dan,,Springfield,,
minoraverages/emilbb,1989,Midwest League,,M91200,Rodriguez,Eddie,,Quad Cities,,
minoraverages/emilbb,1989,Midwest League,,M91213,Saul,Jim,,Burlington,,
minoraverages/emilbb,1989,Midwest League,,M91157,Taveras,Alex,,Beloit,,
