source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91318,Amaro,Ruben,,Auburn,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91292,Berardino,Dick,,Elmira,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91347,Daugherty,Pat,,Jamestown,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91326,Dusan,Gene,,Batavia,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91352,Hartsfield,Bob,,Geneva,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91339,Holmberg,Dennis,,Newark,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91305,Krug,Chris,,Little Falls,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91284,Larson,Duane,,Utica,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91276,Mazmanian,Art,,Oneonta,,,,,
minoraverages/emilbb,1977,New York-Pennsylvania League,,M91360,Quinn,Luther,,Niagara Falls,,,,,
