source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/emilbb,1956,Florida State League,,M92163,Baird,Charles,,Palatka,,,,,
minoraverages/emilbb,1956,Florida State League,,M92182,Giordano,Tom,,Leesburg,,,,,
minoraverages/emilbb,1956,Florida State League,,M92158,Hodgin,Ralph,,Palatka,,,,,
minoraverages/emilbb,1956,Florida State League,,M92117,Kerr,"John ""Buddy""",,Cocoa,,,,,
minoraverages/emilbb,1956,Florida State League,,M92149,Majeski,Henry,,Daytona Beach,,,,,
minoraverages/emilbb,1956,Florida State League,,M92130,Novick,Walt,,West Palm Beach,,,,,
minoraverages/emilbb,1956,Florida State League,,M92174,Silvestri,Ken,,St. Petersburg,,,,,
minoraverages/emilbb,1956,Florida State League,,M92207,Walker,Gerald,,Orlando,,,,,
minoraverages/emilbb,1956,Florida State League,,M92125,Wilson,Homer Ray,,Gainesville,,,,,
minoraverages/emilbb,1956,Florida State League,,M92196,Wright,Taft,,Orlando,,,,,
