source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00783,Agnew,,0,Bloomington,,,11,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20981,Agnew,,0,Bloomington,,,,,c9
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B01227,Allison,,0,Moline,,,14,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F21324,Allison,,0,Moline,,,,,p13
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,P10304,Allison,,0,Moline,,,,13,p
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00515,Bay,,0,Alton,,,34,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20792,Bay,,0,Alton,,,,,of34
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00059,Beatty,,0,Quincy,,,66,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20038,Beatty,,0,Quincy,,,,,1b66
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00068,Beck,,0,Peoria,,,65,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20539,Beck,,0,Peoria,,,,,of60
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00045,Bemis,,0,Rockford,,,62,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20526,Bemis,,0,Rockford,,,,,of62
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00651,Benson,,0,Rock Island,,,62,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F20166,Benson,,0,Rockford,,,,,2b62
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B01275,Bentley,,0,Rockford,,,23,,
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,F21125,Bentley,,0,Rockford,,,,,p21
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,P10062,Bentley,,0,Rockford,,,,21,p
minoraverages/1918Reach,1917,Illinois-Indiana-Iowa League,,B00695,Berger,,0,Rock Island,,,62,,
