league.key,league.year,league.name.full,league.name.short
1966-AL,1966,American League,American
1966-APPY,1966,Appalachian League,Appalachian
1966-AZIL,1966,Arizona Instructional League,Arizona Instructional
1966-CALL,1966,California League,California
1966-CARL,1966,Carolina League,Carolina
1966-CNS,1966,Cuban National Series,Cuban
1966-DOWL,1966,Dominican Winter League,Dominican Winter
1966-EL,1966,Eastern League,Eastern
1966-FLIL,1966,Florida Instructional League,Florida Instructional
1966-FLOR,1966,Florida State League,Florida State
1966-GULF,1966,Gulf Coast League,Gulf Coast
1966-IL,1966,International League,International
1966-JPCL,1966,Japan Central League,Japan Central
1966-JPPL,1966,Japan Pacific League,Japan Pacific
1966-MXCL,1966,Mexican Center League,Mexican Center
1966-MEX,1966,Mexican League,Mexican
1966-MXPW,1966,Mexican Pacific Winter League,Mexican Pacific Winter
1966-MXSE,1966,Mexican Southeast League,Mexican Southeast
1966-MIDW,1966,Midwest League,Midwest
1966-NL,1966,National League,National
1966-NYPL,1966,New York-Pennsylvania League,New York-Pennsylvania
1966-NICW,1966,Nicaraguan Winter League,Nicaraguan Winter
1966-NORL,1966,Northern League,Northern
1966-NORW,1966,Northwest League,Northwest
1966-PCL,1966,Pacific Coast League,Pacific Coast
1966-PNWL,1966,Panama Winter League,Panama Winter
1966-PENW,1966,Peninsula Winter League,Peninsula Winter
1966-PION,1966,Pioneer League,Pioneer
1966-PRWL,1966,Puerto Rican Winter League,Puerto Rican Winter
1966-QUPL,1966,Quebec Provincial League,Quebec Provincial
1966-SOUL,1966,Southern League,Southern
1966-TL,1966,Texas League,Texas
1966-VEWL,1966,Venezuelan Winter League,Venezuelan Winter
1966-WCRS,1966,Western Carolinas League,Western Carolinas
