league.key,league.year,league.name.full,league.name.short
1986-AA,1986,American Association,American Association
1986-AL,1986,American League,American
1986-APPY,1986,Appalachian League,Appalachian
1986-AZIL,1986,Arizona Instructional League,Arizona Instructional
1986-CALL,1986,California League,California
1986-CARL,1986,Carolina League,Carolina
1986-CNS,1986,Cuban National Series,Cuban
1986-DOSL,1986,Dominican Summer League,Dominican Summer
1986-DOWL,1986,Dominican Winter League,Dominican Winter
1986-EL,1986,Eastern League,Eastern
1986-FLIL,1986,Florida Instructional League,Florida Instructional
1986-FLOR,1986,Florida State League,Florida State
1986-GULF,1986,Gulf Coast League,Gulf Coast
1986-IL,1986,International League,International
1986-JPCL,1986,Japan Central League,Japan Central
1986-JPPL,1986,Japan Pacific League,Japan Pacific
1986-KBO,1986,Korean Baseball Organization,Korean Baseball Organization
1986-MEX,1986,Mexican League,Mexican
1986-MXPW,1986,Mexican Pacific Winter League,Mexican Pacific Winter
1986-MIDW,1986,Midwest League,Midwest
1986-NL,1986,National League,National
1986-NYPL,1986,New York-Pennsylvania League,New York-Pennsylvania
1986-NORW,1986,Northwest League,Northwest
1986-PCL,1986,Pacific Coast League,Pacific Coast
1986-PION,1986,Pioneer League,Pioneer
1986-PRWL,1986,Puerto Rican Winter League,Puerto Rican Winter
1986-SALL,1986,South Atlantic League,South Atlantic
1986-SOUL,1986,Southern League,Southern
1986-TL,1986,Texas League,Texas
1986-VEWL,1986,Venezuelan Winter League,Venezuelan Winter
