league.key,league.year,league.name.full,league.name.short
1997-AA,1997,American Association,American Association
1997-AL,1997,American League,American
1997-APPY,1997,Appalachian League,Appalachian
1997-AZFL,1997,Arizona Fall League,Arizona Fall
1997-ARIZ,1997,Arizona League,Arizona
1997-AUBL,1997,Australian Baseball League,Australian
1997-BSOL,1997,Big South League,Big South
1997-CALL,1997,California League,California
1997-CARL,1997,Carolina League,Carolina
1997-CPBL,1997,Chinese Professional Baseball League,Chinese Professional
1997-CNS,1997,Cuban National Series,Cuban
1997-DOSL,1997,Dominican Summer League,Dominican Summer
1997-DOWL,1997,Dominican Winter League,Dominican Winter
1997-EL,1997,Eastern League,Eastern
1997-FLIL,1997,Florida Instructional League,Florida Instructional
1997-FLOR,1997,Florida State League,Florida State
1997-FRON,1997,Frontier League,Frontier
1997-GULF,1997,Gulf Coast League,Gulf Coast
1997-HIWL,1997,Hawaii Winter League,Hawaii Winter
1997-HEAR,1997,Heartland League,Heartland
1997-IL,1997,International League,International
1997-JPCL,1997,Japan Central League,Japan Central
1997-JPEL,1997,Japan Eastern League,Japan Eastern
1997-JPPL,1997,Japan Pacific League,Japan Pacific
1997-JPWL,1997,Japan Western League,Japan Western
1997-KBO,1997,Korean Baseball Organization,Korean Baseball Organization
1997-MXAL,1997,Mexican Academy League,Mexican Academy
1997-MEX,1997,Mexican League,Mexican
1997-MXPW,1997,Mexican Pacific Winter League,Mexican Pacific Winter
1997-MIDW,1997,Midwest League,Midwest
1997-NL,1997,National League,National
1997-NYPL,1997,New York-Pennsylvania League,New York-Pennsylvania
1997-NEAS,1997,Northeast League,Northeast
1997-NORL,1997,Northern League,Northern
1997-NORW,1997,Northwest League,Northwest
1997-PCL,1997,Pacific Coast League,Pacific Coast
1997-PION,1997,Pioneer League,Pioneer
1997-PRAI,1997,Prairie League,Prairie
1997-PRWL,1997,Puerto Rican Winter League,Puerto Rican Winter
1997-SALL,1997,South Atlantic League,South Atlantic
1997-SOUL,1997,Southern League,Southern
1997-TML,1997,Taiwan Major League,Taiwan Major
1997-TL,1997,Texas League,Texas
1997-TXLA,1997,Texas-Louisiana League,Texas-Louisiana
1997-VESL,1997,Venezuelan Summer League,Venezuelan Summer
1997-VEWL,1997,Venezuelan Winter League,Venezuelan Winter
1997-WL,1997,Western League,Western
