source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1981TSN,1980,Mexican League (6 team season),,B01010,Acosta,Cecilio,0,Coatzacoalcos,,,9,,
minoraverages/1981TSN,1980,Mexican League (6 team season),,F21210,Acosta,,0,Coatzacoalcos,,,,,p9
minoraverages/1981TSN,1980,Mexican League (6 team season),,P10019,Acosta,,0,Coatzacoalcos,,,,9,p
minoraverages/1981TSN,1980,Mexican League (6 team season),,B00013,Aguilar,Jose,0,Mexico City Tigers,,,6,,
minoraverages/1981TSN,1980,Mexican League (6 team season),,B01428,Aguilar,Rafael,0,Union Laguna,,,5,,
minoraverages/1981TSN,1980,Mexican League (6 team season),,F21084,Aguilar,,0,Mexico City Tigers,,,,,c2
minoraverages/1981TSN,1980,Mexican League (6 team season),,F21308,Aguilar,,0,Union Laguna,,,,,p5
minoraverages/1981TSN,1980,Mexican League (6 team season),,P10024,Aguilar,,0,Union Laguna,,,,5,p
minoraverages/1981TSN,1980,Mexican League (6 team season),,B00021,Almeida,Reynaldo,0,Reynosa,,,15,,
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20240,Almeida,,0,Reynosa,,,,,2b8
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20552,Almeida,,0,Reynosa,,,,,3b5
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20612,Almeida,,0,Reynosa,,,,,ss2
minoraverages/1981TSN,1980,Mexican League (6 team season),,B00037,Alvarado,Natanael,0,Reynosa,,,36,,
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20233,Alvarado,,0,Reynosa,,,,,2b8
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20474,Alvarado,,0,Reynosa,,,,,3b17
minoraverages/1981TSN,1980,Mexican League (6 team season),,F20962,Alvarado,,0,Reynosa,,,,,of14
